Estimate Status,Year,Species,Sub_group,Total_catch_(A+B1+B2),PSE
FINAL,1995,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,153828,22
FINAL,1995,TUNAS AND MACKERELS,SPANISH MACKEREL,637162,12.6
FINAL,1995,WRASSES,OTHER WRASSES,38548,44.3
FINAL,1995,WRASSES,TAUTOG,6850,42.8
FINAL,1996,BARRACUDAS,BARRACUDAS,9497,29.5
FINAL,1996,BLUEFISH,BLUEFISH,2245948,11.8
FINAL,1996,CARTILAGINOUS FISHES,DOGFISH SHARKS,44352,25.7
FINAL,1996,CARTILAGINOUS FISHES,OTHER SHARKS,281867,28.5
FINAL,1996,CARTILAGINOUS FISHES,SKATES/RAYS,467545,13
FINAL,1996,CATFISHES,FRESHWATER CATFISHES,20624,57.7
FINAL,1996,CATFISHES,SALTWATER CATFISHES,683,99.8
FINAL,1996,CODS AND HAKES,OTHER CODS/HAKES,41346,48.9
FINAL,1996,DOLPHINS,DOLPHINS,216015,21.4
FINAL,1996,DRUMS,ATLANTIC CROAKER,3275532,10.5
FINAL,1996,DRUMS,BLACK DRUM,644827,19.5
FINAL,1996,DRUMS,KINGFISHES,2199043,21.3
FINAL,1996,DRUMS,OTHER DRUM,457945,32.2
FINAL,1996,DRUMS,RED DRUM,187840,17.2
FINAL,1996,DRUMS,SILVER PERCH,538489,17.8
FINAL,1996,DRUMS,SPOT,8963720,14.7
FINAL,1996,DRUMS,SPOTTED SEATROUT,1213945,21.4
FINAL,1996,DRUMS,WEAKFISH,437577,16.9
FINAL,1996,EELS,EELS,7837,38.1
FINAL,1996,FLOUNDERS,OTHER FLOUNDERS,1742006,10.5
FINAL,1996,FLOUNDERS,SOUTHERN FLOUNDER,178775,19
FINAL,1996,FLOUNDERS,SUMMER FLOUNDER,511122,16.2
FINAL,1996,GRUNTS,OTHER GRUNTS,20930,40
FINAL,1996,GRUNTS,PIGFISH,2893123,10.1
FINAL,1996,GRUNTS,WHITE GRUNT,63449,31
FINAL,1996,HERRINGS,HERRINGS,26762,56.6
FINAL,1996,JACKS,BLUE RUNNER,576,59.2
FINAL,1996,JACKS,CREVALLE JACK,3428,41.3
FINAL,1996,JACKS,FLORIDA POMPANO,266674,20
FINAL,1996,JACKS,GREATER AMBERJACK,17413,31
FINAL,1996,JACKS,OTHER JACKS,22405,71.5
FINAL,1996,MULLETS,MULLETS,138774,22.6
FINAL,1996,OTHER FISHES,OTHER FISHES,257860,14.6
FINAL,1996,PORGIES,OTHER PORGIES,4705,35.8
FINAL,1996,PORGIES,PINFISHES,7103110,10.3
FINAL,1996,PORGIES,RED PORGY,16349,33.7
FINAL,1996,PORGIES,SCUP,6696,54.2
FINAL,1996,PORGIES,SHEEPSHEAD,90548,21.3
FINAL,1996,PUFFERS,PUFFERS,1218080,24
FINAL,1996,SEA BASSES,BLACK SEA BASS,702934,16.8
FINAL,1996,SEA BASSES,EPINEPHELUS GROUPERS,5528,65.7
FINAL,1996,SEA BASSES,MYCTEROPERCA GROUPERS,9514,27.4
FINAL,1996,SEA BASSES,OTHER SEA BASSES,11909,34.1
FINAL,1996,SEAROBINS,SEAROBINS,97846,18.3
FINAL,1996,SNAPPERS,GRAY SNAPPER,2223,91.4
FINAL,1996,SNAPPERS,OTHER SNAPPERS,7322,55
FINAL,1996,SNAPPERS,RED SNAPPER,1312,50.5
FINAL,1996,SNAPPERS,VERMILION SNAPPER,38567,42.1
FINAL,1996,TEMPERATE BASSES,STRIPED BASS,571566,17.8
FINAL,1996,TEMPERATE BASSES,WHITE PERCH,174302,88.7
FINAL,1996,TOADFISHES,TOADFISHES,42430,26
FINAL,1996,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,42221,30.9
FINAL,1996,TUNAS AND MACKERELS,ATLANTIC MACKEREL,445,91.1
FINAL,1996,TUNAS AND MACKERELS,KING MACKEREL,134884,21.5
FINAL,1996,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,87385,35
FINAL,1996,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,278916,12.9
FINAL,1996,TUNAS AND MACKERELS,SPANISH MACKEREL,717851,13.5
FINAL,1996,WRASSES,OTHER WRASSES,583,100.1
FINAL,1996,WRASSES,TAUTOG,9456,42
FINAL,1997,BARRACUDAS,BARRACUDAS,4576,30.3
FINAL,1997,BLUEFISH,BLUEFISH,3762709,9
FINAL,1997,CARTILAGINOUS FISHES,DOGFISH SHARKS,34337,30.7
FINAL,1997,CARTILAGINOUS FISHES,OTHER SHARKS,197478,17.4
FINAL,1997,CARTILAGINOUS FISHES,SKATES/RAYS,569586,13.3
FINAL,1997,CODS AND HAKES,OTHER CODS/HAKES,56868,32.3
FINAL,1997,CODS AND HAKES,RED HAKE,962,100.8
FINAL,1997,DOLPHINS,DOLPHINS,379309,14.3
FINAL,1997,DRUMS,ATLANTIC CROAKER,3509434,11.4
FINAL,1997,DRUMS,BLACK DRUM,169352,16.3
FINAL,1997,DRUMS,KINGFISHES,1693051,16.1
FINAL,1997,DRUMS,OTHER DRUM,450220,16.2
FINAL,1997,DRUMS,RED DRUM,449822,14.7
FINAL,1997,DRUMS,SILVER PERCH,482777,26.1
FINAL,1997,DRUMS,SPOT,5640270,12.9
FINAL,1997,DRUMS,SPOTTED SEATROUT,1025358,14.5
FINAL,1997,DRUMS,WEAKFISH,673187,14.4
FINAL,1997,EELS,EELS,5733,68.8
FINAL,1997,FLOUNDERS,GULF FLOUNDER,13023,81.5
FINAL,1997,FLOUNDERS,OTHER FLOUNDERS,2527680,8.1
FINAL,1997,FLOUNDERS,SOUTHERN FLOUNDER,210770,14.1
FINAL,1997,FLOUNDERS,SUMMER FLOUNDER,468046,12.1
FINAL,1997,GRUNTS,OTHER GRUNTS,11549,63.6
FINAL,1997,GRUNTS,PIGFISH,3551519,15.2
FINAL,1997,GRUNTS,WHITE GRUNT,51790,39.9
FINAL,1997,HERRINGS,HERRINGS,104434,60.5
FINAL,1997,JACKS,BLUE RUNNER,1673,91.4
FINAL,1997,JACKS,CREVALLE JACK,32705,48
FINAL,1997,JACKS,FLORIDA POMPANO,371742,19.5
FINAL,1997,JACKS,GREATER AMBERJACK,9163,36.3
FINAL,1997,JACKS,OTHER JACKS,123995,38.7
FINAL,1997,MULLETS,MULLETS,173127,46.8
FINAL,1997,OTHER FISHES,OTHER FISHES,435913,13.6
FINAL,1997,PORGIES,OTHER PORGIES,43451,42.6
FINAL,1997,PORGIES,PINFISHES,9505591,9.8
FINAL,1997,PORGIES,RED PORGY,17157,44.9
FINAL,1997,PORGIES,SCUP,5027,57.2
FINAL,1997,PORGIES,SHEEPSHEAD,264920,31.3
FINAL,1997,PUFFERS,PUFFERS,707605,16.3
FINAL,1997,SEA BASSES,BLACK SEA BASS,1101309,14.5
FINAL,1997,SEA BASSES,EPINEPHELUS GROUPERS,11684,59.4
FINAL,1997,SEA BASSES,MYCTEROPERCA GROUPERS,26017,56.3
FINAL,1997,SEA BASSES,OTHER SEA BASSES,23648,47.4
FINAL,1997,SEAROBINS,SEAROBINS,366729,24.2
FINAL,1997,SNAPPERS,GRAY SNAPPER,137,102.1
FINAL,1997,SNAPPERS,OTHER SNAPPERS,1902,69.7
FINAL,1997,SNAPPERS,VERMILION SNAPPER,44700,39.4
FINAL,1997,TEMPERATE BASSES,OTHER TEMPERATE BASSES,943,100.2
FINAL,1997,TEMPERATE BASSES,STRIPED BASS,713753,15.5
FINAL,1997,TEMPERATE BASSES,WHITE PERCH,22388,46.3
FINAL,1997,TOADFISHES,TOADFISHES,82391,25.1
FINAL,1997,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,38767,41.9
FINAL,1997,TUNAS AND MACKERELS,ATLANTIC MACKEREL,1608,95.7
FINAL,1997,TUNAS AND MACKERELS,KING MACKEREL,264340,12.9
FINAL,1997,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,79893,18.2
FINAL,1997,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,275156,14.2
FINAL,1997,TUNAS AND MACKERELS,SPANISH MACKEREL,1261218,17.2
FINAL,1997,WRASSES,OTHER WRASSES,6693,99.8
FINAL,1997,WRASSES,TAUTOG,15484,46
FINAL,1998,BARRACUDAS,BARRACUDAS,3770,31.5
FINAL,1998,BLUEFISH,BLUEFISH,3060594,10.8
FINAL,1998,CARTILAGINOUS FISHES,DOGFISH SHARKS,83131,45.4
FINAL,1998,CARTILAGINOUS FISHES,OTHER SHARKS,255778,20.8
FINAL,1998,CARTILAGINOUS FISHES,SKATES/RAYS,489330,16.7
FINAL,1998,CATFISHES,FRESHWATER CATFISHES,2125,63.1
FINAL,1998,CATFISHES,SALTWATER CATFISHES,1050,99.2
FINAL,1998,CODS AND HAKES,OTHER CODS/HAKES,3558,82.7
FINAL,1998,DOLPHINS,DOLPHINS,250982,18.2
FINAL,1998,DRUMS,ATLANTIC CROAKER,2904419,10.6
FINAL,1998,DRUMS,BLACK DRUM,201183,18.1
FINAL,1998,DRUMS,KINGFISHES,1430398,11.2
FINAL,1998,DRUMS,OTHER DRUM,490684,21.7
FINAL,1998,DRUMS,RED DRUM,552981,12.2
FINAL,1998,DRUMS,SILVER PERCH,393346,27.3
FINAL,1998,DRUMS,SPOT,14177403,27.2
FINAL,1998,DRUMS,SPOTTED SEATROUT,814589,15.5
FINAL,1998,DRUMS,WEAKFISH,908581,30.9
FINAL,1998,EELS,EELS,2336,64.1
FINAL,1998,FLOUNDERS,OTHER FLOUNDERS,3378497,10.2
FINAL,1998,FLOUNDERS,SOUTHERN FLOUNDER,97693,18.1
FINAL,1998,FLOUNDERS,SUMMER FLOUNDER,621064,12.9
FINAL,1998,GRUNTS,OTHER GRUNTS,33698,90.9
FINAL,1998,GRUNTS,PIGFISH,2573127,11
FINAL,1998,GRUNTS,WHITE GRUNT,28104,46
FINAL,1998,HERRINGS,HERRINGS,7293,64.9
FINAL,1998,JACKS,BLUE RUNNER,1931,80.8
FINAL,1998,JACKS,CREVALLE JACK,23839,50
FINAL,1998,JACKS,FLORIDA POMPANO,495621,30.3
FINAL,1998,JACKS,GREATER AMBERJACK,6056,36.2
FINAL,1998,JACKS,OTHER JACKS,1794,46.6
FINAL,1998,MULLETS,MULLETS,22649,55.7
FINAL,1998,OTHER FISHES,OTHER FISHES,254455,14.7
FINAL,1998,PORGIES,OTHER PORGIES,6214,55.4
FINAL,1998,PORGIES,PINFISHES,11111342,11.1
FINAL,1998,PORGIES,RED PORGY,22871,50.1
FINAL,1998,PORGIES,SCUP,6505,52.3
FINAL,1998,PORGIES,SHEEPSHEAD,260927,20.6
FINAL,1998,PUFFERS,PUFFERS,374345,22.8
FINAL,1998,SEA BASSES,BLACK SEA BASS,1508413,14.9
FINAL,1998,SEA BASSES,EPINEPHELUS GROUPERS,1526,56.6
FINAL,1998,SEA BASSES,MYCTEROPERCA GROUPERS,12480,44.6
FINAL,1998,SEA BASSES,OTHER SEA BASSES,21162,55.2
FINAL,1998,SEAROBINS,SEAROBINS,93017,17.5
FINAL,1998,SNAPPERS,OTHER SNAPPERS,1101,94
FINAL,1998,SNAPPERS,RED SNAPPER,1816,97.7
FINAL,1998,SNAPPERS,VERMILION SNAPPER,6932,56.5
FINAL,1998,TEMPERATE BASSES,OTHER TEMPERATE BASSES,557,99.6
FINAL,1998,TEMPERATE BASSES,STRIPED BASS,1090505,19.1
FINAL,1998,TEMPERATE BASSES,WHITE PERCH,11141,65.9
FINAL,1998,TOADFISHES,TOADFISHES,72204,23.5
FINAL,1998,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,16294,40.4
FINAL,1998,TUNAS AND MACKERELS,ATLANTIC MACKEREL,585,89.7
FINAL,1998,TUNAS AND MACKERELS,KING MACKEREL,121539,18.3
FINAL,1998,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,100824,19.7
FINAL,1998,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,146124,17
FINAL,1998,TUNAS AND MACKERELS,SPANISH MACKEREL,520550,13.3
FINAL,1998,WRASSES,TAUTOG,32358,42.6
FINAL,1999,BARRACUDAS,BARRACUDAS,5224,36.9
FINAL,1999,BLUEFISH,BLUEFISH,4524272,10.7
FINAL,1999,CARTILAGINOUS FISHES,DOGFISH SHARKS,80714,59.7
FINAL,1999,CARTILAGINOUS FISHES,OTHER SHARKS,343408,23.8
FINAL,1999,CARTILAGINOUS FISHES,SKATES/RAYS,1069381,20.3
FINAL,1999,CATFISHES,FRESHWATER CATFISHES,3784,96.3
FINAL,1999,CATFISHES,SALTWATER CATFISHES,2801,101.5
FINAL,1999,CODS AND HAKES,OTHER CODS/HAKES,41736,95.4
FINAL,1999,DOLPHINS,DOLPHINS,405573,17.5
FINAL,1999,DRUMS,ATLANTIC CROAKER,3890850,12.2
FINAL,1999,DRUMS,BLACK DRUM,641969,14.9
FINAL,1999,DRUMS,KINGFISHES,2314189,12.6
FINAL,1999,DRUMS,OTHER DRUM,837388,25
FINAL,1999,DRUMS,RED DRUM,785012,12.5
FINAL,1999,DRUMS,SILVER PERCH,818695,25.7
FINAL,1999,DRUMS,SPOT,8079980,18.1
FINAL,1999,DRUMS,SPOTTED SEATROUT,1799398,17.3
FINAL,1999,DRUMS,WEAKFISH,647847,16.3
FINAL,1999,EELS,EELS,3281,61.7
FINAL,1999,FLOUNDERS,OTHER FLOUNDERS,1362737,10.6
FINAL,1999,FLOUNDERS,SOUTHERN FLOUNDER,78321,29.5
FINAL,1999,FLOUNDERS,SUMMER FLOUNDER,357645,15
FINAL,1999,GRUNTS,OTHER GRUNTS,55012,76
FINAL,1999,GRUNTS,PIGFISH,2644380,15.9
FINAL,1999,GRUNTS,WHITE GRUNT,24205,46.4
FINAL,1999,HERRINGS,HERRINGS,35765,47.8
FINAL,1999,JACKS,BLUE RUNNER,4581,71.4
FINAL,1999,JACKS,CREVALLE JACK,14098,48.3
FINAL,1999,JACKS,FLORIDA POMPANO,413271,24.7
FINAL,1999,JACKS,GREATER AMBERJACK,3153,53.3
FINAL,1999,JACKS,OTHER JACKS,27062,59.6
FINAL,1999,MULLETS,MULLETS,59881,32.9
FINAL,1999,OTHER FISHES,OTHER FISHES,501940,20.1
FINAL,1999,PORGIES,OTHER PORGIES,4217,53.9
FINAL,1999,PORGIES,PINFISHES,11743003,14.1
FINAL,1999,PORGIES,RED PORGY,40100,85.1
FINAL,1999,PORGIES,SHEEPSHEAD,380562,19.3
FINAL,1999,PUFFERS,PUFFERS,1092555,16.4
FINAL,1999,SEA BASSES,BLACK SEA BASS,1444753,14.2
FINAL,1999,SEA BASSES,EPINEPHELUS GROUPERS,1973,52.3
FINAL,1999,SEA BASSES,MYCTEROPERCA GROUPERS,12036,39.8
FINAL,1999,SEA BASSES,OTHER SEA BASSES,17982,43.4
FINAL,1999,SEAROBINS,SEAROBINS,119290,26.7
FINAL,1999,SNAPPERS,OTHER SNAPPERS,609,97.2
FINAL,1999,SNAPPERS,RED SNAPPER,2288,48.7
FINAL,1999,SNAPPERS,VERMILION SNAPPER,43469,75.9
FINAL,1999,TEMPERATE BASSES,STRIPED BASS,1076128,27.3
FINAL,1999,TEMPERATE BASSES,WHITE PERCH,20027,80.1
FINAL,1999,TOADFISHES,TOADFISHES,61955,21.3
FINAL,1999,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,21219,42.8
FINAL,1999,TUNAS AND MACKERELS,ATLANTIC MACKEREL,1011,100.3
FINAL,1999,TUNAS AND MACKERELS,KING MACKEREL,224779,21.2
FINAL,1999,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,93780,31.3
FINAL,1999,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,231667,13.4
FINAL,1999,TUNAS AND MACKERELS,SPANISH MACKEREL,1144318,13.1
FINAL,1999,WRASSES,TAUTOG,9928,47.7
FINAL,2000,BARRACUDAS,BARRACUDAS,3654,38.4
FINAL,2000,BLUEFISH,BLUEFISH,7557091,18.6
FINAL,2000,CARTILAGINOUS FISHES,DOGFISH SHARKS,110502,32.7
FINAL,2000,CARTILAGINOUS FISHES,OTHER SHARKS,456182,24
FINAL,2000,CARTILAGINOUS FISHES,SKATES/RAYS,2074162,12.9
FINAL,2000,CATFISHES,FRESHWATER CATFISHES,3981,71.4
FINAL,2000,CODS AND HAKES,OTHER CODS/HAKES,3282,85.8
FINAL,2000,DOLPHINS,DOLPHINS,533887,15.4
FINAL,2000,DRUMS,ATLANTIC CROAKER,4335800,11.3
FINAL,2000,DRUMS,BLACK DRUM,406453,24
FINAL,2000,DRUMS,KINGFISHES,4594401,13.4
FINAL,2000,DRUMS,OTHER DRUM,621008,17.2
FINAL,2000,DRUMS,RED DRUM,570911,15.7
FINAL,2000,DRUMS,SILVER PERCH,705056,54.2
FINAL,2000,DRUMS,SPOT,7488130,26.2
FINAL,2000,DRUMS,SPOTTED SEATROUT,898981,18.6
FINAL,2000,DRUMS,WEAKFISH,898593,22
FINAL,2000,EELS,EELS,11216,46.5
FINAL,2000,FLOUNDERS,GULF FLOUNDER,10274,48.2
FINAL,2000,FLOUNDERS,OTHER FLOUNDERS,3101344,9
FINAL,2000,FLOUNDERS,SOUTHERN FLOUNDER,326712,28
FINAL,2000,FLOUNDERS,SUMMER FLOUNDER,612240,13.2
FINAL,2000,GRUNTS,OTHER GRUNTS,34120,53.5
FINAL,2000,GRUNTS,PIGFISH,2892983,23.7
FINAL,2000,GRUNTS,WHITE GRUNT,10549,80.2
FINAL,2000,HERRINGS,HERRINGS,174447,43.3
FINAL,2000,JACKS,BLUE RUNNER,1034,102.3
FINAL,2000,JACKS,CREVALLE JACK,14453,92.3
FINAL,2000,JACKS,FLORIDA POMPANO,1491531,19.5
FINAL,2000,JACKS,GREATER AMBERJACK,10240,42.2
FINAL,2000,JACKS,OTHER JACKS,13152,64.7
FINAL,2000,MULLETS,MULLETS,1061367,35.8
FINAL,2000,OTHER FISHES,OTHER FISHES,1006425,14.3
FINAL,2000,PORGIES,OTHER PORGIES,37587,42.4
FINAL,2000,PORGIES,PINFISHES,10638620,9.7
FINAL,2000,PORGIES,RED PORGY,15287,68.6
FINAL,2000,PORGIES,SCUP,165,102
FINAL,2000,PORGIES,SHEEPSHEAD,450155,18.3
FINAL,2000,PUFFERS,PUFFERS,1320348,13.3
FINAL,2000,SEA BASSES,BLACK SEA BASS,1980485,18.9
FINAL,2000,SEA BASSES,EPINEPHELUS GROUPERS,7931,67
FINAL,2000,SEA BASSES,MYCTEROPERCA GROUPERS,10047,50.7
FINAL,2000,SEA BASSES,OTHER SEA BASSES,318358,27
FINAL,2000,SEAROBINS,SEAROBINS,207347,21.3
FINAL,2000,SNAPPERS,OTHER SNAPPERS,6418,95.4
FINAL,2000,SNAPPERS,RED SNAPPER,3185,67.8
FINAL,2000,SNAPPERS,VERMILION SNAPPER,10265,46.7
FINAL,2000,TEMPERATE BASSES,OTHER TEMPERATE BASSES,18045,62
FINAL,2000,TEMPERATE BASSES,STRIPED BASS,560926,24.4
FINAL,2000,TEMPERATE BASSES,WHITE PERCH,13510,55.6
FINAL,2000,TOADFISHES,TOADFISHES,264028,25.7
FINAL,2000,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,16515,43
FINAL,2000,TUNAS AND MACKERELS,KING MACKEREL,222988,21.8
FINAL,2000,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,55522,17.7
FINAL,2000,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,289839,18.3
FINAL,2000,TUNAS AND MACKERELS,SPANISH MACKEREL,1554687,16.1
FINAL,2000,WRASSES,TAUTOG,28210,35.6
FINAL,2001,BARRACUDAS,BARRACUDAS,15216,25.1
FINAL,2001,BLUEFISH,BLUEFISH,10166571,11.5
FINAL,2001,CARTILAGINOUS FISHES,DOGFISH SHARKS,236245,28.9
FINAL,2001,CARTILAGINOUS FISHES,OTHER SHARKS,1041841,14.4
FINAL,2001,CARTILAGINOUS FISHES,SKATES/RAYS,1093088,18.9
FINAL,2001,CATFISHES,FRESHWATER CATFISHES,24353,95
FINAL,2001,CODS AND HAKES,OTHER CODS/HAKES,216230,82.2
FINAL,2001,DOLPHINS,DOLPHINS,349646,17.2
FINAL,2001,DRUMS,ATLANTIC CROAKER,3672520,11.4
FINAL,2001,DRUMS,BLACK DRUM,726217,26.8
FINAL,2001,DRUMS,KINGFISHES,3484513,12.1
FINAL,2001,DRUMS,OTHER DRUM,1191199,24.3
FINAL,2001,DRUMS,RED DRUM,596299,18.7
FINAL,2001,DRUMS,SILVER PERCH,158240,27.9
FINAL,2001,DRUMS,SPOT,12848194,13.6
FINAL,2001,DRUMS,SPOTTED SEATROUT,1014989,15.8
FINAL,2001,DRUMS,WEAKFISH,2681625,40.4
FINAL,2001,EELS,EELS,10001,53.2
FINAL,2001,FLOUNDERS,GULF FLOUNDER,708,100.9
FINAL,2001,FLOUNDERS,OTHER FLOUNDERS,2887645,9.9
FINAL,2001,FLOUNDERS,SOUTHERN FLOUNDER,304791,13.5
FINAL,2001,FLOUNDERS,SUMMER FLOUNDER,428405,11.1
FINAL,2001,GRUNTS,OTHER GRUNTS,20015,51.2
FINAL,2001,GRUNTS,PIGFISH,2249087,19.6
FINAL,2001,GRUNTS,WHITE GRUNT,103297,29.4
FINAL,2001,HERRINGS,HERRINGS,1647014,29.4
FINAL,2001,JACKS,BLUE RUNNER,888,70.5
FINAL,2001,JACKS,CREVALLE JACK,6064,75.3
FINAL,2001,JACKS,FLORIDA POMPANO,1295929,35.9
FINAL,2001,JACKS,GREATER AMBERJACK,7460,26.3
FINAL,2001,JACKS,OTHER JACKS,49491,58
FINAL,2001,MULLETS,MULLETS,3667459,31.6
FINAL,2001,OTHER FISHES,OTHER FISHES,1522238,13.6
FINAL,2001,PORGIES,OTHER PORGIES,21771,43.9
FINAL,2001,PORGIES,PINFISHES,10067477,11.9
FINAL,2001,PORGIES,RED PORGY,79892,40.4
FINAL,2001,PORGIES,SCUP,21150,75.7
FINAL,2001,PORGIES,SHEEPSHEAD,250375,26.1
FINAL,2001,PUFFERS,PUFFERS,1633590,11.5
FINAL,2001,SEA BASSES,BLACK SEA BASS,1861525,12.5
FINAL,2001,SEA BASSES,EPINEPHELUS GROUPERS,20286,35
FINAL,2001,SEA BASSES,MYCTEROPERCA GROUPERS,24696,25.6
FINAL,2001,SEA BASSES,OTHER SEA BASSES,196670,19.4
FINAL,2001,SEAROBINS,SEAROBINS,230338,22.9
FINAL,2001,SNAPPERS,GRAY SNAPPER,1824,101.2
FINAL,2001,SNAPPERS,RED SNAPPER,4484,43.6
FINAL,2001,SNAPPERS,VERMILION SNAPPER,46913,44.2
FINAL,2001,TEMPERATE BASSES,STRIPED BASS,421713,23
FINAL,2001,TEMPERATE BASSES,WHITE PERCH,24553,73.7
FINAL,2001,TOADFISHES,TOADFISHES,159286,26.3
FINAL,2001,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,47539,46.3
FINAL,2001,TUNAS AND MACKERELS,KING MACKEREL,157671,13
FINAL,2001,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,87219,24.5
FINAL,2001,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,213460,14.3
FINAL,2001,TUNAS AND MACKERELS,SPANISH MACKEREL,1281419,27.5
FINAL,2001,WRASSES,TAUTOG,33075,89.4
FINAL,2002,BARRACUDAS,BARRACUDAS,16460,23.7
FINAL,2002,BLUEFISH,BLUEFISH,6842051,10.1
FINAL,2002,CARTILAGINOUS FISHES,DOGFISH SHARKS,124252,29
FINAL,2002,CARTILAGINOUS FISHES,OTHER SHARKS,1047678,16.8
FINAL,2002,CARTILAGINOUS FISHES,SKATES/RAYS,902869,14.4
FINAL,2002,CATFISHES,SALTWATER CATFISHES,1040,99.3
FINAL,2002,CODS AND HAKES,OTHER CODS/HAKES,985,100.3
FINAL,2002,DOLPHINS,DOLPHINS,404435,13.1
FINAL,2002,DRUMS,ATLANTIC CROAKER,3483069,20.1
FINAL,2002,DRUMS,BLACK DRUM,1062665,17.5
FINAL,2002,DRUMS,KINGFISHES,2609362,13.8
FINAL,2002,DRUMS,OTHER DRUM,626231,28.9
FINAL,2002,DRUMS,RED DRUM,1643238,16.5
FINAL,2002,DRUMS,SILVER PERCH,172902,32.4
FINAL,2002,DRUMS,SPOT,10026560,18.9
FINAL,2002,DRUMS,SPOTTED SEATROUT,2096368,25.7
FINAL,2002,DRUMS,WEAKFISH,1008029,21.2
FINAL,2002,EELS,EELS,3382,51
FINAL,2002,FLOUNDERS,GULF FLOUNDER,6857,83.2
FINAL,2002,FLOUNDERS,OTHER FLOUNDERS,2892115,8.1
FINAL,2002,FLOUNDERS,SOUTHERN FLOUNDER,372198,14
FINAL,2002,FLOUNDERS,SUMMER FLOUNDER,368893,14.5
FINAL,2002,GRUNTS,OTHER GRUNTS,105556,76.6
FINAL,2002,GRUNTS,PIGFISH,2402440,19.7
FINAL,2002,GRUNTS,WHITE GRUNT,167107,29.8
FINAL,2002,HERRINGS,HERRINGS,1595165,21.1
FINAL,2002,JACKS,BLUE RUNNER,2977,71.4
FINAL,2002,JACKS,CREVALLE JACK,11300,43.4
FINAL,2002,JACKS,FLORIDA POMPANO,1121439,31.8
FINAL,2002,JACKS,GREATER AMBERJACK,23999,38.4
FINAL,2002,JACKS,OTHER JACKS,105002,59.7
FINAL,2002,MULLETS,MULLETS,11132482,18.6
FINAL,2002,OTHER FISHES,OTHER FISHES,1679793,13.5
FINAL,2002,PORGIES,OTHER PORGIES,12483,46
FINAL,2002,PORGIES,PINFISHES,12267448,11.3
FINAL,2002,PORGIES,RED PORGY,56468,31.2
FINAL,2002,PORGIES,SCUP,420,98.8
FINAL,2002,PORGIES,SHEEPSHEAD,249515,19.2
FINAL,2002,PUFFERS,PUFFERS,1795483,19.8
FINAL,2002,SEA BASSES,BLACK SEA BASS,1176964,12.9
FINAL,2002,SEA BASSES,EPINEPHELUS GROUPERS,23194,30.8
FINAL,2002,SEA BASSES,MYCTEROPERCA GROUPERS,64050,41.4
FINAL,2002,SEA BASSES,OTHER SEA BASSES,237092,17.8
FINAL,2002,SEAROBINS,SEAROBINS,660903,30.6
FINAL,2002,SNAPPERS,OTHER SNAPPERS,5120,100.8
FINAL,2002,SNAPPERS,RED SNAPPER,5022,44.5
FINAL,2002,SNAPPERS,VERMILION SNAPPER,146760,44.8
FINAL,2002,SNAPPERS,YELLOWTAIL SNAPPER,143,99.6
FINAL,2002,TEMPERATE BASSES,STRIPED BASS,455890,21.7
FINAL,2002,TEMPERATE BASSES,WHITE PERCH,734,100.8
FINAL,2002,TOADFISHES,TOADFISHES,257067,19.9
FINAL,2002,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,20226,24.7
FINAL,2002,TUNAS AND MACKERELS,KING MACKEREL,125441,35.1
FINAL,2002,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,103423,37.5
FINAL,2002,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,291310,20.4
FINAL,2002,TUNAS AND MACKERELS,SPANISH MACKEREL,1096671,15.4
FINAL,2002,WRASSES,OTHER WRASSES,1934,100
FINAL,2002,WRASSES,TAUTOG,8765,55
FINAL,2003,BARRACUDAS,BARRACUDAS,10775,28.3
FINAL,2003,BLUEFISH,BLUEFISH,5594327,10.8
FINAL,2003,CARTILAGINOUS FISHES,DOGFISH SHARKS,148955,58.3
FINAL,2003,CARTILAGINOUS FISHES,OTHER SHARKS,967916,13.1
FINAL,2003,CARTILAGINOUS FISHES,SKATES/RAYS,1284426,14.9
