Estimate Status,Year,Species,Sub_group,Total_catch_(A+B1+B2),PSE
FINAL,2003,CATFISHES,FRESHWATER CATFISHES,871,98.6
FINAL,2003,CATFISHES,SALTWATER CATFISHES,972,99
FINAL,2003,CODS AND HAKES,OTHER CODS/HAKES,77961,55.9
FINAL,2003,DOLPHINS,DOLPHINS,259637,19.7
FINAL,2003,DRUMS,ATLANTIC CROAKER,3892600,11.6
FINAL,2003,DRUMS,BLACK DRUM,1747737,33.5
FINAL,2003,DRUMS,KINGFISHES,3401214,11
FINAL,2003,DRUMS,OTHER DRUM,466065,52.8
FINAL,2003,DRUMS,RED DRUM,288479,15.9
FINAL,2003,DRUMS,SILVER PERCH,269987,44.8
FINAL,2003,DRUMS,SPOT,12688815,15.5
FINAL,2003,DRUMS,SPOTTED SEATROUT,935675,26.3
FINAL,2003,DRUMS,WEAKFISH,604794,16.4
FINAL,2003,EELS,EELS,20892,34.3
FINAL,2003,FLOUNDERS,GULF FLOUNDER,4051,59
FINAL,2003,FLOUNDERS,OTHER FLOUNDERS,1698733,8.2
FINAL,2003,FLOUNDERS,SOUTHERN FLOUNDER,294412,15.3
FINAL,2003,FLOUNDERS,SUMMER FLOUNDER,179011,19.1
FINAL,2003,GRUNTS,OTHER GRUNTS,23713,43.3
FINAL,2003,GRUNTS,PIGFISH,3175834,12.7
FINAL,2003,GRUNTS,WHITE GRUNT,163983,33.1
FINAL,2003,HERRINGS,HERRINGS,5245244,20.3
FINAL,2003,JACKS,BLUE RUNNER,9538,67.4
FINAL,2003,JACKS,CREVALLE JACK,161,53.4
FINAL,2003,JACKS,FLORIDA POMPANO,1717722,26.7
FINAL,2003,JACKS,GREATER AMBERJACK,12874,46.1
FINAL,2003,JACKS,OTHER JACKS,130308,44.5
FINAL,2003,MULLETS,MULLETS,7239222,17.1
FINAL,2003,OTHER FISHES,OTHER FISHES,1188194,23.7
FINAL,2003,PORGIES,OTHER PORGIES,15324,33.6
FINAL,2003,PORGIES,PINFISHES,11959512,11
FINAL,2003,PORGIES,RED PORGY,45870,36.2
FINAL,2003,PORGIES,SCUP,7445,91.3
FINAL,2003,PORGIES,SHEEPSHEAD,380867,20.1
FINAL,2003,PUFFERS,PUFFERS,1563473,30.4
FINAL,2003,SEA BASSES,BLACK SEA BASS,1258701,15.1
FINAL,2003,SEA BASSES,EPINEPHELUS GROUPERS,16329,34.1
FINAL,2003,SEA BASSES,MYCTEROPERCA GROUPERS,36226,32.9
FINAL,2003,SEA BASSES,OTHER SEA BASSES,181544,27.6
FINAL,2003,SEAROBINS,SEAROBINS,69045,21.2
FINAL,2003,SNAPPERS,OTHER SNAPPERS,15045,100.1
FINAL,2003,SNAPPERS,RED SNAPPER,2733,66.2
FINAL,2003,SNAPPERS,VERMILION SNAPPER,48269,57.4
FINAL,2003,TEMPERATE BASSES,STRIPED BASS,849597,32.4
FINAL,2003,TEMPERATE BASSES,WHITE PERCH,99200,59.6
FINAL,2003,TOADFISHES,TOADFISHES,248001,17.5
FINAL,2003,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,38958,29.5
FINAL,2003,TUNAS AND MACKERELS,ATLANTIC MACKEREL,8490,99.1
FINAL,2003,TUNAS AND MACKERELS,KING MACKEREL,187113,16.3
FINAL,2003,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,36956,21.1
FINAL,2003,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,256324,16.7
FINAL,2003,TUNAS AND MACKERELS,SPANISH MACKEREL,807286,14
FINAL,2003,WRASSES,OTHER WRASSES,230,97.3
FINAL,2003,WRASSES,TAUTOG,17677,39.8
FINAL,2004,BARRACUDAS,BARRACUDAS,18213,51.2
FINAL,2004,BLUEFISH,BLUEFISH,6606413,9.5
FINAL,2004,CARTILAGINOUS FISHES,DOGFISH SHARKS,921778,33.1
FINAL,2004,CARTILAGINOUS FISHES,OTHER SHARKS,1660961,14.3
FINAL,2004,CARTILAGINOUS FISHES,SKATES/RAYS,1754070,14.9
FINAL,2004,CATFISHES,FRESHWATER CATFISHES,7075,74.8
FINAL,2004,CATFISHES,SALTWATER CATFISHES,4112,87.8
FINAL,2004,CODS AND HAKES,OTHER CODS/HAKES,544,100.2
FINAL,2004,DOLPHINS,DOLPHINS,331413,15.9
FINAL,2004,DRUMS,ATLANTIC CROAKER,4625486,14.5
FINAL,2004,DRUMS,BLACK DRUM,552284,27.2
FINAL,2004,DRUMS,KINGFISHES,5167145,14.7
FINAL,2004,DRUMS,OTHER DRUM,530862,22.7
FINAL,2004,DRUMS,RED DRUM,427869,12.3
FINAL,2004,DRUMS,SILVER PERCH,148379,41.7
FINAL,2004,DRUMS,SPOT,10744640,11
FINAL,2004,DRUMS,SPOTTED SEATROUT,1158601,16.4
FINAL,2004,DRUMS,WEAKFISH,838315,16.9
FINAL,2004,EELS,EELS,12478,37
FINAL,2004,FLOUNDERS,GULF FLOUNDER,23437,36.5
FINAL,2004,FLOUNDERS,OTHER FLOUNDERS,2932793,11.3
FINAL,2004,FLOUNDERS,SOUTHERN FLOUNDER,400923,17.4
FINAL,2004,FLOUNDERS,SUMMER FLOUNDER,318632,22.2
FINAL,2004,GRUNTS,OTHER GRUNTS,8311,69.1
FINAL,2004,GRUNTS,PIGFISH,2435262,15.1
FINAL,2004,GRUNTS,WHITE GRUNT,230323,27.5
FINAL,2004,HERRINGS,HERRINGS,2689524,18.5
FINAL,2004,JACKS,BLUE RUNNER,3143,94.2
FINAL,2004,JACKS,CREVALLE JACK,723,77.5
FINAL,2004,JACKS,FLORIDA POMPANO,2049928,20.5
FINAL,2004,JACKS,GREATER AMBERJACK,5211,47.3
FINAL,2004,JACKS,OTHER JACKS,49272,75.4
FINAL,2004,MULLETS,MULLETS,6093378,15.1
FINAL,2004,OTHER FISHES,OTHER FISHES,1113791,14.9
FINAL,2004,PORGIES,OTHER PORGIES,311514,51.7
FINAL,2004,PORGIES,PINFISHES,8697817,11.5
FINAL,2004,PORGIES,RED PORGY,106071,35.9
FINAL,2004,PORGIES,SCUP,3123,52.2
FINAL,2004,PORGIES,SHEEPSHEAD,126816,22.9
FINAL,2004,PUFFERS,PUFFERS,792147,16.9
FINAL,2004,SEA BASSES,BLACK SEA BASS,2490281,16.4
FINAL,2004,SEA BASSES,EPINEPHELUS GROUPERS,88257,37.8
FINAL,2004,SEA BASSES,MYCTEROPERCA GROUPERS,73668,27.7
FINAL,2004,SEA BASSES,OTHER SEA BASSES,168074,25.2
FINAL,2004,SEAROBINS,SEAROBINS,172308,20.9
FINAL,2004,SNAPPERS,OTHER SNAPPERS,112,105.3
FINAL,2004,SNAPPERS,RED SNAPPER,2947,98.4
FINAL,2004,SNAPPERS,VERMILION SNAPPER,127504,47
FINAL,2004,TEMPERATE BASSES,STRIPED BASS,1870515,23
FINAL,2004,TEMPERATE BASSES,WHITE PERCH,9188,81
FINAL,2004,TOADFISHES,TOADFISHES,180995,16.7
FINAL,2004,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,33926,43.5
FINAL,2004,TUNAS AND MACKERELS,KING MACKEREL,375968,22
FINAL,2004,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,70920,24.7
FINAL,2004,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,326370,17.7
FINAL,2004,TUNAS AND MACKERELS,SPANISH MACKEREL,851909,19
FINAL,2004,WRASSES,OTHER WRASSES,454,101.3
FINAL,2004,WRASSES,TAUTOG,16927,71.5
FINAL,2005,BARRACUDAS,BARRACUDAS,19069,43.7
FINAL,2005,BLUEFISH,BLUEFISH,7422743,10.3
FINAL,2005,CARTILAGINOUS FISHES,DOGFISH SHARKS,830127,74.3
FINAL,2005,CARTILAGINOUS FISHES,OTHER SHARKS,2274740,18.7
FINAL,2005,CARTILAGINOUS FISHES,SKATES/RAYS,2411434,26.8
FINAL,2005,CODS AND HAKES,OTHER CODS/HAKES,293928,90.3
FINAL,2005,DOLPHINS,DOLPHINS,637525,17
FINAL,2005,DRUMS,ATLANTIC CROAKER,3710909,12
FINAL,2005,DRUMS,BLACK DRUM,841438,23.9
FINAL,2005,DRUMS,KINGFISHES,3610966,14.4
FINAL,2005,DRUMS,OTHER DRUM,978994,23
FINAL,2005,DRUMS,RED DRUM,1071167,34.2
FINAL,2005,DRUMS,SILVER PERCH,238563,38.9
FINAL,2005,DRUMS,SPOT,14512305,17.2
FINAL,2005,DRUMS,SPOTTED SEATROUT,4600636,30.5
FINAL,2005,DRUMS,WEAKFISH,713628,16.5
FINAL,2005,EELS,EELS,3825,59.5
FINAL,2005,FLOUNDERS,GULF FLOUNDER,6088,50.1
FINAL,2005,FLOUNDERS,OTHER FLOUNDERS,1888706,10.2
FINAL,2005,FLOUNDERS,SOUTHERN FLOUNDER,306104,16
FINAL,2005,FLOUNDERS,SUMMER FLOUNDER,205163,22.4
FINAL,2005,GRUNTS,OTHER GRUNTS,8336,64.3
FINAL,2005,GRUNTS,PIGFISH,2322050,30.4
FINAL,2005,GRUNTS,WHITE GRUNT,262230,36.5
FINAL,2005,HERRINGS,HERRINGS,2450315,24.9
FINAL,2005,JACKS,BLUE RUNNER,2688,91.5
FINAL,2005,JACKS,CREVALLE JACK,2089,66.8
FINAL,2005,JACKS,FLORIDA POMPANO,1126942,22.9
FINAL,2005,JACKS,GREATER AMBERJACK,7568,54.3
FINAL,2005,JACKS,OTHER JACKS,224730,41.2
FINAL,2005,MULLETS,MULLETS,5729947,20.4
FINAL,2005,OTHER FISHES,OTHER FISHES,1137793,17.4
FINAL,2005,PORGIES,OTHER PORGIES,25960,41.6
FINAL,2005,PORGIES,PINFISHES,5255336,12.2
FINAL,2005,PORGIES,RED PORGY,61361,48.5
FINAL,2005,PORGIES,SCUP,3200,61.3
FINAL,2005,PORGIES,SHEEPSHEAD,153367,41.6
FINAL,2005,PUFFERS,PUFFERS,618095,35.1
FINAL,2005,SEA BASSES,BLACK SEA BASS,2489038,14
FINAL,2005,SEA BASSES,EPINEPHELUS GROUPERS,98416,32.5
FINAL,2005,SEA BASSES,MYCTEROPERCA GROUPERS,79406,36.5
FINAL,2005,SEA BASSES,OTHER SEA BASSES,191404,25.2
FINAL,2005,SEAROBINS,SEAROBINS,234587,26
FINAL,2005,SNAPPERS,RED SNAPPER,7492,66.3
FINAL,2005,SNAPPERS,VERMILION SNAPPER,133386,66.6
FINAL,2005,TEMPERATE BASSES,STRIPED BASS,542251,23.1
FINAL,2005,TEMPERATE BASSES,WHITE PERCH,148712,96.3
FINAL,2005,TOADFISHES,TOADFISHES,287675,25.2
FINAL,2005,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,36910,58.2
FINAL,2005,TUNAS AND MACKERELS,ATLANTIC MACKEREL,153234,95.4
FINAL,2005,TUNAS AND MACKERELS,KING MACKEREL,276577,17.3
FINAL,2005,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,75573,31
FINAL,2005,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,352117,20.2
FINAL,2005,TUNAS AND MACKERELS,SPANISH MACKEREL,864714,14.1
FINAL,2005,WRASSES,OTHER WRASSES,1917,71.2
FINAL,2005,WRASSES,TAUTOG,31977,79.9
FINAL,2006,BARRACUDAS,BARRACUDAS,14928,35.2
FINAL,2006,BLUEFISH,BLUEFISH,8056029,11.5
FINAL,2006,CARTILAGINOUS FISHES,DOGFISH SHARKS,156699,26.3
FINAL,2006,CARTILAGINOUS FISHES,OTHER SHARKS,1866965,16
FINAL,2006,CARTILAGINOUS FISHES,SKATES/RAYS,1239219,14.2
FINAL,2006,CATFISHES,SALTWATER CATFISHES,1642,100.6
FINAL,2006,CODS AND HAKES,OTHER CODS/HAKES,8786,46.6
FINAL,2006,DOLPHINS,DOLPHINS,584835,13.4
FINAL,2006,DRUMS,ATLANTIC CROAKER,7757838,12
FINAL,2006,DRUMS,BLACK DRUM,541626,20.4
FINAL,2006,DRUMS,KINGFISHES,5158672,14.9
FINAL,2006,DRUMS,OTHER DRUM,1445968,18.6
FINAL,2006,DRUMS,RED DRUM,1169976,13.9
FINAL,2006,DRUMS,SILVER PERCH,565128,26
FINAL,2006,DRUMS,SPOT,19306143,26.8
FINAL,2006,DRUMS,SPOTTED SEATROUT,3092933,16.2
FINAL,2006,DRUMS,WEAKFISH,1198580,17.2
FINAL,2006,EELS,EELS,15750,70.3
FINAL,2006,FLOUNDERS,GULF FLOUNDER,702,101
FINAL,2006,FLOUNDERS,OTHER FLOUNDERS,2261566,9
FINAL,2006,FLOUNDERS,SOUTHERN FLOUNDER,357637,17.7
FINAL,2006,FLOUNDERS,SUMMER FLOUNDER,373538,19.3
FINAL,2006,GRUNTS,OTHER GRUNTS,27155,78.1
FINAL,2006,GRUNTS,PIGFISH,1631227,15.8
FINAL,2006,GRUNTS,WHITE GRUNT,183438,35.4
FINAL,2006,HERRINGS,HERRINGS,5174525,21.9
FINAL,2006,JACKS,BLUE RUNNER,274,71.7
FINAL,2006,JACKS,CREVALLE JACK,1980,74.7
FINAL,2006,JACKS,FLORIDA POMPANO,1441817,32.6
FINAL,2006,JACKS,GREATER AMBERJACK,17313,58.1
FINAL,2006,JACKS,OTHER JACKS,63456,35.4
FINAL,2006,MULLETS,MULLETS,5360122,22.7
FINAL,2006,OTHER FISHES,OTHER FISHES,1208292,19.7
FINAL,2006,PORGIES,OTHER PORGIES,6789,52
FINAL,2006,PORGIES,PINFISHES,9616986,14.8
FINAL,2006,PORGIES,RED PORGY,15353,48.4
FINAL,2006,PORGIES,SCUP,3273,71.9
FINAL,2006,PORGIES,SHEEPSHEAD,227815,30.4
FINAL,2006,PUFFERS,PUFFERS,707357,30.2
FINAL,2006,SEA BASSES,BLACK SEA BASS,2353052,11.6
FINAL,2006,SEA BASSES,EPINEPHELUS GROUPERS,126425,31.4
FINAL,2006,SEA BASSES,MYCTEROPERCA GROUPERS,70598,37.1
FINAL,2006,SEA BASSES,OTHER SEA BASSES,1293060,18
FINAL,2006,SEAROBINS,SEAROBINS,238911,23.8
FINAL,2006,SNAPPERS,RED SNAPPER,4770,82.2
FINAL,2006,SNAPPERS,VERMILION SNAPPER,40021,59.8
FINAL,2006,TEMPERATE BASSES,STRIPED BASS,329928,26.9
FINAL,2006,TEMPERATE BASSES,WHITE PERCH,145470,49.8
FINAL,2006,TOADFISHES,TOADFISHES,314268,23.6
FINAL,2006,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,26590,72.6
FINAL,2006,TUNAS AND MACKERELS,KING MACKEREL,222937,17.6
FINAL,2006,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,43220,29.6
FINAL,2006,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,309648,15.4
FINAL,2006,TUNAS AND MACKERELS,SPANISH MACKEREL,604834,14.7
FINAL,2006,WRASSES,OTHER WRASSES,3233,50.3
FINAL,2006,WRASSES,TAUTOG,9934,50.3
FINAL,2007,BARRACUDAS,BARRACUDAS,5812,48.4
FINAL,2007,BLUEFISH,BLUEFISH,10489669,10.1
FINAL,2007,CARTILAGINOUS FISHES,DOGFISH SHARKS,192677,33.6
FINAL,2007,CARTILAGINOUS FISHES,OTHER SHARKS,3120007,25.4
FINAL,2007,CARTILAGINOUS FISHES,SKATES/RAYS,1633859,13.7
FINAL,2007,CODS AND HAKES,OTHER CODS/HAKES,6138,51.9
FINAL,2007,DOLPHINS,DOLPHINS,598743,14.2
FINAL,2007,DRUMS,ATLANTIC CROAKER,4992266,11.4
FINAL,2007,DRUMS,BLACK DRUM,1708310,21.7
FINAL,2007,DRUMS,KINGFISHES,4686274,10.4
FINAL,2007,DRUMS,OTHER DRUM,1915960,20.9
FINAL,2007,DRUMS,RED DRUM,975614,12.2
FINAL,2007,DRUMS,SILVER PERCH,1660259,25.8
FINAL,2007,DRUMS,SPOT,12777545,18.2
FINAL,2007,DRUMS,SPOTTED SEATROUT,3466110,15.8
FINAL,2007,DRUMS,WEAKFISH,546567,23.7
FINAL,2007,EELS,EELS,9043,58.6
FINAL,2007,FLOUNDERS,GULF FLOUNDER,45,100.7
FINAL,2007,FLOUNDERS,OTHER FLOUNDERS,2456679,9.3
FINAL,2007,FLOUNDERS,SOUTHERN FLOUNDER,279916,18.2
FINAL,2007,FLOUNDERS,SUMMER FLOUNDER,253316,18.6
FINAL,2007,GRUNTS,OTHER GRUNTS,18014,52.8
FINAL,2007,GRUNTS,PIGFISH,2150158,16.9
FINAL,2007,GRUNTS,WHITE GRUNT,189909,27
FINAL,2007,HERRINGS,HERRINGS,2331882,21.3
FINAL,2007,JACKS,BLUE RUNNER,12881,68.2
FINAL,2007,JACKS,CREVALLE JACK,3455,98.7
FINAL,2007,JACKS,FLORIDA POMPANO,1016394,19.9
FINAL,2007,JACKS,GREATER AMBERJACK,5789,67.2
FINAL,2007,JACKS,OTHER JACKS,46118,30.6
FINAL,2007,MULLETS,MULLETS,7325802,18.6
FINAL,2007,OTHER FISHES,OTHER FISHES,1271376,11.8
FINAL,2007,PORGIES,OTHER PORGIES,11604,45.3
FINAL,2007,PORGIES,PINFISHES,6967739,10.5
FINAL,2007,PORGIES,RED PORGY,58637,34.8
FINAL,2007,PORGIES,SCUP,406,100.1
FINAL,2007,PORGIES,SHEEPSHEAD,767886,30
FINAL,2007,PUFFERS,PUFFERS,727216,42.3
FINAL,2007,SEA BASSES,BLACK SEA BASS,1825714,12.6
FINAL,2007,SEA BASSES,EPINEPHELUS GROUPERS,222829,29.3
FINAL,2007,SEA BASSES,MYCTEROPERCA GROUPERS,201899,37.9
FINAL,2007,SEA BASSES,OTHER SEA BASSES,1346052,22.3
FINAL,2007,SEAROBINS,SEAROBINS,259784,18.1
FINAL,2007,SNAPPERS,OTHER SNAPPERS,1092,18.4
FINAL,2007,SNAPPERS,RED SNAPPER,227,100.8
FINAL,2007,SNAPPERS,VERMILION SNAPPER,63628,39.5
FINAL,2007,TEMPERATE BASSES,STRIPED BASS,325209,36.5
FINAL,2007,TEMPERATE BASSES,WHITE PERCH,33081,80.6
FINAL,2007,TOADFISHES,TOADFISHES,226617,16.6
FINAL,2007,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,84442,29.3
FINAL,2007,TUNAS AND MACKERELS,KING MACKEREL,392827,15.7
FINAL,2007,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,118422,30.5
FINAL,2007,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,255596,16.9
FINAL,2007,TUNAS AND MACKERELS,SPANISH MACKEREL,944545,13.5
FINAL,2007,WRASSES,OTHER WRASSES,4568,97.7
FINAL,2007,WRASSES,TAUTOG,43860,81.3
FINAL,2008,BARRACUDAS,BARRACUDAS,28345,33.1
FINAL,2008,BLUEFISH,BLUEFISH,8002069,9.3
FINAL,2008,CARTILAGINOUS FISHES,DOGFISH SHARKS,425871,53.1
FINAL,2008,CARTILAGINOUS FISHES,OTHER SHARKS,5068458,18.6
FINAL,2008,CARTILAGINOUS FISHES,SKATES/RAYS,1700118,16.4
FINAL,2008,CATFISHES,FRESHWATER CATFISHES,11361,45.2
FINAL,2008,DOLPHINS,DOLPHINS,364416,15.3
FINAL,2008,DRUMS,ATLANTIC CROAKER,3953511,11
FINAL,2008,DRUMS,BLACK DRUM,1474894,19
FINAL,2008,DRUMS,KINGFISHES,5127870,10.2
FINAL,2008,DRUMS,OTHER DRUM,2854900,26.2
FINAL,2008,DRUMS,RED DRUM,1623071,13.7
FINAL,2008,DRUMS,SILVER PERCH,129719,34.3
FINAL,2008,DRUMS,SPOT,7787961,14.3
FINAL,2008,DRUMS,SPOTTED SEATROUT,3599550,15.1
FINAL,2008,DRUMS,WEAKFISH,439944,20.2
FINAL,2008,EELS,EELS,22522,66.1
FINAL,2008,FLOUNDERS,GULF FLOUNDER,32999,41.5
FINAL,2008,FLOUNDERS,OTHER FLOUNDERS,3724037,8.8
FINAL,2008,FLOUNDERS,SOUTHERN FLOUNDER,349860,16.2
FINAL,2008,FLOUNDERS,SUMMER FLOUNDER,96890,17.4
FINAL,2008,GRUNTS,OTHER GRUNTS,29331,52.6
FINAL,2008,GRUNTS,PIGFISH,1980792,19.2
FINAL,2008,GRUNTS,WHITE GRUNT,221939,30.8
FINAL,2008,HERRINGS,HERRINGS,2142454,50.4
FINAL,2008,JACKS,BLUE RUNNER,417736,90.1
FINAL,2008,JACKS,CREVALLE JACK,11095,91.6
FINAL,2008,JACKS,FLORIDA POMPANO,1246018,19.4
FINAL,2008,JACKS,GREATER AMBERJACK,35838,30.2
FINAL,2008,JACKS,OTHER JACKS,264218,32.2
FINAL,2008,MULLETS,MULLETS,5335622,14.4
FINAL,2008,OTHER FISHES,OTHER FISHES,1215046,11.6
FINAL,2008,PORGIES,OTHER PORGIES,3305,49
FINAL,2008,PORGIES,PINFISHES,7545330,10.4
FINAL,2008,PORGIES,RED PORGY,171462,37.1
FINAL,2008,PORGIES,SHEEPSHEAD,676270,24
FINAL,2008,PUFFERS,PUFFERS,1625593,18.2
FINAL,2008,SEA BASSES,BLACK SEA BASS,1147268,13.5
FINAL,2008,SEA BASSES,EPINEPHELUS GROUPERS,150396,28.4
FINAL,2008,SEA BASSES,MYCTEROPERCA GROUPERS,84995,20
FINAL,2008,SEA BASSES,OTHER SEA BASSES,804629,16.3
FINAL,2008,SEAROBINS,SEAROBINS,337156,18.8
FINAL,2008,SNAPPERS,OTHER SNAPPERS,4385,75.9
FINAL,2008,SNAPPERS,RED SNAPPER,1575,60.1
FINAL,2008,SNAPPERS,VERMILION SNAPPER,70516,29.8
FINAL,2008,SNAPPERS,YELLOWTAIL SNAPPER,115,102.2
FINAL,2008,TEMPERATE BASSES,STRIPED BASS,459657,48.5
FINAL,2008,TEMPERATE BASSES,WHITE PERCH,6184,62.8
FINAL,2008,TOADFISHES,TOADFISHES,344887,24.6
FINAL,2008,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,103907,32.1
FINAL,2008,TUNAS AND MACKERELS,KING MACKEREL,206002,21.1
FINAL,2008,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,45582,26.1
FINAL,2008,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,227294,19.8
FINAL,2008,TUNAS AND MACKERELS,SPANISH MACKEREL,1820261,12.4
FINAL,2008,WRASSES,OTHER WRASSES,20418,92.2
FINAL,2008,WRASSES,TAUTOG,6104,55
FINAL,2009,BARRACUDAS,BARRACUDAS,23331,42.6
FINAL,2009,BLUEFISH,BLUEFISH,9638135,11.2
FINAL,2009,CARTILAGINOUS FISHES,DOGFISH SHARKS,177626,45.1
FINAL,2009,CARTILAGINOUS FISHES,OTHER SHARKS,2451950,15.5
FINAL,2009,CARTILAGINOUS FISHES,SKATES/RAYS,2238658,17.7
FINAL,2009,CATFISHES,FRESHWATER CATFISHES,8972,66.3
FINAL,2009,CODS AND HAKES,OTHER CODS/HAKES,230223,67.6
FINAL,2009,DOLPHINS,DOLPHINS,600447,17.3
FINAL,2009,DRUMS,ATLANTIC CROAKER,6581406,10.4
FINAL,2009,DRUMS,BLACK DRUM,861260,22.3
FINAL,2009,DRUMS,KINGFISHES,8497427,10.4
FINAL,2009,DRUMS,OTHER DRUM,1261209,26
FINAL,2009,DRUMS,RED DRUM,1452475,14.2
FINAL,2009,DRUMS,SILVER PERCH,571817,58.9
FINAL,2009,DRUMS,SPOT,9044841,13.4
FINAL,2009,DRUMS,SPOTTED SEATROUT,6320780,21
FINAL,2009,DRUMS,WEAKFISH,699440,25.5
FINAL,2009,EELS,EELS,7531,59.6
FINAL,2009,FLOUNDERS,GULF FLOUNDER,39565,37.9
FINAL,2009,FLOUNDERS,OTHER FLOUNDERS,4128538,10.5
FINAL,2009,FLOUNDERS,SOUTHERN FLOUNDER,329117,15.9
FINAL,2009,FLOUNDERS,SUMMER FLOUNDER,219321,23.7
FINAL,2009,GRUNTS,OTHER GRUNTS,86982,69.6
FINAL,2009,GRUNTS,PIGFISH,2931523,29.1
FINAL,2009,GRUNTS,WHITE GRUNT,114329,30.1
FINAL,2009,HERRINGS,HERRINGS,3345787,18.8
FINAL,2009,JACKS,BLUE RUNNER,106,52.9
FINAL,2009,JACKS,CREVALLE JACK,7198,83.7
FINAL,2009,JACKS,FLORIDA POMPANO,1335347,15.8
FINAL,2009,JACKS,GREATER AMBERJACK,34896,28.4
FINAL,2009,JACKS,OTHER JACKS,131156,44.8
FINAL,2009,MULLETS,MULLETS,5250326,15
FINAL,2009,OTHER FISHES,OTHER FISHES,1283852,17.1
FINAL,2009,PORGIES,OTHER PORGIES,30206,65.5
FINAL,2009,PORGIES,PINFISHES,8542240,10.9
FINAL,2009,PORGIES,RED PORGY,58569,37.7
FINAL,2009,PORGIES,SHEEPSHEAD,661660,19.1
FINAL,2009,PUFFERS,PUFFERS,925736,22.4
FINAL,2009,SEA BASSES,BLACK SEA BASS,1833892,13.9
FINAL,2009,SEA BASSES,EPINEPHELUS GROUPERS,114771,60.6
FINAL,2009,SEA BASSES,MYCTEROPERCA GROUPERS,59186,28.2
FINAL,2009,SEA BASSES,OTHER SEA BASSES,635846,19.2
FINAL,2009,SEAROBINS,SEAROBINS,226062,18.3
FINAL,2009,SNAPPERS,OTHER SNAPPERS,21995,55.2
FINAL,2009,SNAPPERS,RED SNAPPER,2552,50.6
FINAL,2009,SNAPPERS,VERMILION SNAPPER,84791,51.2
FINAL,2009,TEMPERATE BASSES,STRIPED BASS,321507,26.9
FINAL,2009,TEMPERATE BASSES,WHITE PERCH,60945,99.8
FINAL,2009,TOADFISHES,TOADFISHES,222869,17.9
FINAL,2009,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,168386,37.9
FINAL,2009,TUNAS AND MACKERELS,KING MACKEREL,192197,17.7
FINAL,2009,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,100471,28.4
FINAL,2009,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,543332,28.5
FINAL,2009,TUNAS AND MACKERELS,SPANISH MACKEREL,2233737,13.9
FINAL,2009,WRASSES,OTHER WRASSES,492,91.4
FINAL,2009,WRASSES,TAUTOG,11484,49.6
FINAL,2010,BARRACUDAS,BARRACUDAS,8279,28.6
FINAL,2010,BLUEFISH,BLUEFISH,11111512,10.3
FINAL,2010,CARTILAGINOUS FISHES,DOGFISH SHARKS,370871,21.6
FINAL,2010,CARTILAGINOUS FISHES,OTHER SHARKS,3250589,9.7
FINAL,2010,CARTILAGINOUS FISHES,SKATES/RAYS,2694245,14.7
FINAL,2010,CATFISHES,FRESHWATER CATFISHES,51173,66.3
FINAL,2010,CODS AND HAKES,OTHER CODS/HAKES,40351,49.8
FINAL,2010,DOLPHINS,DOLPHINS,620840,17.6
FINAL,2010,DRUMS,ATLANTIC CROAKER,5851733,9.5
FINAL,2010,DRUMS,BLACK DRUM,1077587,21.2
FINAL,2010,DRUMS,KINGFISHES,8211108,8.4
FINAL,2010,DRUMS,OTHER DRUM,562777,49
FINAL,2010,DRUMS,RED DRUM,1850521,9.7
FINAL,2010,DRUMS,SILVER PERCH,366140,29.4
FINAL,2010,DRUMS,SPOT,7446192,13.3
FINAL,2010,DRUMS,SPOTTED SEATROUT,8288250,18.7
FINAL,2010,DRUMS,WEAKFISH,850725,27
FINAL,2010,EELS,EELS,26019,72.2
FINAL,2010,FLOUNDERS,GULF FLOUNDER,20456,27.5
FINAL,2010,FLOUNDERS,OTHER FLOUNDERS,4593424,7.7
FINAL,2010,FLOUNDERS,SOUTHERN FLOUNDER,558570,11.4
FINAL,2010,FLOUNDERS,SUMMER FLOUNDER,251822,14.5
