Estimate_status,Year,Species_group,Sub_group,Total_harvest_(A+B1),PSE,Total_weight_lb,PSE,Total_weight_kg,PSE
FINAL,2013,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,142310,19.6,3013157,15.1,1366759,15.1
FINAL,2013,TUNAS AND MACKERELS,SPANISH MACKEREL,994599,15.2,1242029,16.5,563381,16.5
FINAL,2013,WRASSES,OTHER WRASSES,524,83.6,7116,93.9,3228,93.9
FINAL,2013,WRASSES,TAUTOG,17128,44,25286,37.5,11470,37.5
FINAL,2014,BARRACUDAS,BARRACUDAS,2564,80.5,36960,83.6,16765,83.6
FINAL,2014,BLUEFISH,BLUEFISH,4418858,13.3,3764005,13.5,1707341,13.5
FINAL,2014,CARTILAGINOUS FISHES,DOGFISH SHARKS,1992,88.2,11978,90.4,5433,90.4
FINAL,2014,CARTILAGINOUS FISHES,OTHER SHARKS,8656,49.1,36336,38.9,16482,38.9
FINAL,2014,CARTILAGINOUS FISHES,SKATES/RAYS,11784,55.8,67256,77.4,30507,77.4
FINAL,2014,CATFISHES,FRESHWATER CATFISHES,56104,39.4,193898,58.4,87952,58.4
FINAL,2014,CODS AND HAKES,OTHER CODS/HAKES,135,80.8,111,88.2,50,88.2
FINAL,2014,DOLPHINS,DOLPHINS,403203,26.9,2933166,25.9,1330475,25.9
FINAL,2014,DRUMS,ATLANTIC CROAKER,1935961,21.6,758751,16.9,344167,16.9
FINAL,2014,DRUMS,BLACK DRUM,109307,38.5,230834,32.9,104706,32.9
FINAL,2014,DRUMS,KINGFISHES,5545371,23.2,2098322,35.2,951793,35.2
FINAL,2014,DRUMS,OTHER DRUM,9,102.8,5,102.8,2,102.8
FINAL,2014,DRUMS,RED DRUM,324303,18.8,1674595,18.2,759591,18.2
FINAL,2014,DRUMS,SILVER PERCH,91219,57.8,19567,56,8876,56
FINAL,2014,DRUMS,SPOT,8343467,23.9,2877483,25.9,1305218,25.9
FINAL,2014,DRUMS,SPOTTED SEATROUT,725086,13.9,1451592,16.1,658438,16.1
FINAL,2014,DRUMS,WEAKFISH,71912,24.8,70988,24.5,32200,24.5
FINAL,2014,EELS,EELS,63,73.8,60,101.6,27,101.6
FINAL,2014,FLOUNDERS,GULF FLOUNDER,4462,66.5,8115,67.1,3681,67.1
FINAL,2014,FLOUNDERS,OTHER FLOUNDERS,292316,34.6,0,.,0,.
FINAL,2014,FLOUNDERS,SOUTHERN FLOUNDER,209228,17,447337,16.9,202911,16.9
FINAL,2014,FLOUNDERS,SUMMER FLOUNDER,150201,21.3,215294,21.6,97657,21.6
FINAL,2014,GRUNTS,OTHER GRUNTS,1156,64.8,424,60.2,192,60.2
FINAL,2014,GRUNTS,PIGFISH,1278934,26.7,354667,24.1,160876,24.1
FINAL,2014,GRUNTS,WHITE GRUNT,48030,58.9,85941,59.8,38983,59.8
FINAL,2014,HERRINGS,HERRINGS,1792493,24.8,237730,24.1,107834,24.1
FINAL,2014,JACKS,BLUE RUNNER,10297,69.5,9836,69.2,4462,69.2
FINAL,2014,JACKS,CREVALLE JACK,9742,85.8,42515,91.4,19285,91.4
FINAL,2014,JACKS,FLORIDA POMPANO,646308,33,360398,33.5,163476,33.5
FINAL,2014,JACKS,GREATER AMBERJACK,5004,35.5,94629,32.8,42923,32.8
FINAL,2014,JACKS,OTHER JACKS,8936,56.7,7393,38.4,3353,38.4
FINAL,2014,MULLETS,MULLETS,4552779,25.8,61499,67.8,27896,67.8
FINAL,2014,OTHER FISHES,OTHER FISHES,309512,26,957680,25.9,434401,25.9
FINAL,2014,PORGIES,OTHER PORGIES,1737,54.5,2731,56.1,1239,56.1
FINAL,2014,PORGIES,PINFISHES,1515952,16.6,338713,15.9,153639,15.9
FINAL,2014,PORGIES,RED PORGY,8762,37.2,17176,38.4,7791,38.4
FINAL,2014,PORGIES,SCUP,1784,80.9,1340,79.7,608,79.7
FINAL,2014,PORGIES,SHEEPSHEAD,185267,20.4,389583,20.8,176714,20.8
FINAL,2014,PUFFERS,PUFFERS,499387,38.2,248174,40.4,112571,40.4
FINAL,2014,SEA BASSES,BLACK SEA BASS,332594,32.2,563662,31.6,255675,31.6
FINAL,2014,SEA BASSES,EPINEPHELUS GROUPERS,652,52.1,9971,54.5,4523,54.5
FINAL,2014,SEA BASSES,MYCTEROPERCA GROUPERS,1604,55.8,15800,51.4,7167,51.4
FINAL,2014,SEA BASSES,OTHER SEA BASSES,4359,92.2,2402,92.2,1090,92.2
FINAL,2014,SNAPPERS,OTHER SNAPPERS,324,103.1,0,.,0,.
FINAL,2014,SNAPPERS,RED SNAPPER,199,79.1,1405,73.6,637,73.6
FINAL,2014,SNAPPERS,VERMILION SNAPPER,14299,70.3,22807,72.7,10345,72.7
FINAL,2014,SNAPPERS,YELLOWTAIL SNAPPER,251,101.5,1505,101.5,683,101.5
FINAL,2014,TEMPERATE BASSES,STRIPED BASS,21636,49.5,79346,51.4,35991,51.4
FINAL,2014,TEMPERATE BASSES,WHITE PERCH,10775,101,7768,101,3523,101
FINAL,2014,TOADFISHES,TOADFISHES,7468,32.4,5225,56.6,2370,56.6
FINAL,2014,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,41043,46,102145,45.2,46333,45.2
FINAL,2014,TUNAS AND MACKERELS,ATLANTIC MACKEREL,5,98.9,0,.,0,.
FINAL,2014,TUNAS AND MACKERELS,KING MACKEREL,72288,22.7,1213096,22.9,550257,22.9
FINAL,2014,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,27469,43.2,189270,35.5,85852,35.5
FINAL,2014,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,110601,15.6,2621893,16.3,1189283,16.3
FINAL,2014,TUNAS AND MACKERELS,SPANISH MACKEREL,1028925,15.2,1193442,14.7,541342,14.7
FINAL,2014,WRASSES,TAUTOG,9809,96.6,23581,97.5,10696,97.5
FINAL,2015,BARRACUDAS,BARRACUDAS,3844,45.6,22806,40.3,10345,40.3
FINAL,2015,BLUEFISH,BLUEFISH,4123461,14.5,3754577,14.4,1703065,14.4
FINAL,2015,CARTILAGINOUS FISHES,DOGFISH SHARKS,8314,61.7,38340,76.7,17391,76.7
FINAL,2015,CARTILAGINOUS FISHES,OTHER SHARKS,14809,38.3,520609,70,236146,70
FINAL,2015,CARTILAGINOUS FISHES,SKATES/RAYS,36880,93,16795,76.8,7618,76.8
FINAL,2015,CATFISHES,FRESHWATER CATFISHES,12647,49.5,57015,63.9,25862,63.9
FINAL,2015,DOLPHINS,DOLPHINS,740023,23,5610008,24.8,2544683,24.8
FINAL,2015,DRUMS,ATLANTIC CROAKER,1437019,14.7,557735,16.3,252987,16.3
FINAL,2015,DRUMS,BLACK DRUM,276126,20.1,780876,18.6,354203,18.6
FINAL,2015,DRUMS,KINGFISHES,5503437,17.8,1520264,22.3,689587,22.3
FINAL,2015,DRUMS,OTHER DRUM,3414,86.5,0,.,0,.
FINAL,2015,DRUMS,RED DRUM,143876,24.5,567730,26.1,257520,26.1
FINAL,2015,DRUMS,SILVER PERCH,41707,64.7,8832,64.9,4006,64.9
FINAL,2015,DRUMS,SPOT,2572738,19.6,833390,20.6,378023,20.6
FINAL,2015,DRUMS,SPOTTED SEATROUT,249260,21.9,430579,22.6,195309,22.6
FINAL,2015,DRUMS,WEAKFISH,143543,26.6,157269,26.5,71337,26.5
FINAL,2015,EELS,EELS,21,102.2,0,.,0,.
FINAL,2015,FLOUNDERS,GULF FLOUNDER,68410,60.1,140227,60.6,63606,60.6
FINAL,2015,FLOUNDERS,OTHER FLOUNDERS,128002,33.8,0,.,0,.
FINAL,2015,FLOUNDERS,SOUTHERN FLOUNDER,249166,18.5,558303,17.7,253245,17.7
FINAL,2015,FLOUNDERS,SUMMER FLOUNDER,99263,23.3,157437,23.6,71413,23.6
FINAL,2015,GRUNTS,OTHER GRUNTS,2992,89.1,1067,86.5,484,86.5
FINAL,2015,GRUNTS,PIGFISH,1593393,24.6,567572,24.5,257449,24.5
FINAL,2015,GRUNTS,WHITE GRUNT,42614,34.4,75878,35.5,34418,35.5
FINAL,2015,HERRINGS,HERRINGS,2445780,25.8,391888,22.7,177759,22.7
FINAL,2015,JACKS,BLUE RUNNER,16039,70.7,4883,67.6,2215,67.6
FINAL,2015,JACKS,CREVALLE JACK,6443,64.2,9383,90.8,4256,90.8
FINAL,2015,JACKS,FLORIDA POMPANO,722558,36,306213,42.8,138897,42.8
FINAL,2015,JACKS,GREATER AMBERJACK,16436,23,360417,24.9,163484,24.9
FINAL,2015,JACKS,OTHER JACKS,40209,47.2,27477,40.9,12464,40.9
FINAL,2015,MULLETS,MULLETS,4555032,20.9,194972,65.2,88439,65.2
FINAL,2015,OTHER FISHES,OTHER FISHES,346839,22.9,2824546,32.5,1281206,32.5
FINAL,2015,PORGIES,OTHER PORGIES,15249,49,11009,65.5,4993,65.5
FINAL,2015,PORGIES,PINFISHES,1617670,20.4,468377,23.5,212454,23.5
FINAL,2015,PORGIES,RED PORGY,7845,56.6,15512,56.7,7036,56.7
FINAL,2015,PORGIES,SCUP,3474,100.1,405,94.7,184,94.7
FINAL,2015,PORGIES,SHEEPSHEAD,181554,22.2,520382,20.8,236044,20.8
FINAL,2015,PUFFERS,PUFFERS,2825703,30.3,1334104,28.1,605145,28.1
FINAL,2015,SEA BASSES,BLACK SEA BASS,319653,32.9,455100,32.5,206432,32.5
FINAL,2015,SEA BASSES,EPINEPHELUS GROUPERS,2739,78.5,36886,76,16732,76
FINAL,2015,SEA BASSES,MYCTEROPERCA GROUPERS,6025,52.3,62610,59.8,28400,59.8
FINAL,2015,SEA BASSES,OTHER SEA BASSES,4483,67,2542,69.7,1153,69.7
FINAL,2015,SNAPPERS,OTHER SNAPPERS,177,100.9,159,100.9,72,100.9
FINAL,2015,SNAPPERS,VERMILION SNAPPER,43823,50.3,59978,52.4,27206,52.4
FINAL,2015,TEMPERATE BASSES,STRIPED BASS,40889,48.4,133272,45.8,60452,45.8
FINAL,2015,TEMPERATE BASSES,WHITE PERCH,185457,48.3,109878,51.6,49840,51.6
FINAL,2015,TOADFISHES,TOADFISHES,356,95.5,314,95.5,143,95.5
FINAL,2015,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,33201,38.5,76733,39.3,34806,39.3
FINAL,2015,TUNAS AND MACKERELS,ATLANTIC MACKEREL,5851,83.9,0,.,0,.
FINAL,2015,TUNAS AND MACKERELS,KING MACKEREL,95705,37.2,1168255,52.5,529917,52.5
FINAL,2015,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,22855,37.6,207889,45.8,94298,45.8
FINAL,2015,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,131534,13.3,3232888,16.1,1466428,16.1
FINAL,2015,TUNAS AND MACKERELS,SPANISH MACKEREL,835011,14.3,981867,15.6,445372,15.6
FINAL,2015,WRASSES,OTHER WRASSES,466,102.4,103,102.4,47,102.4
FINAL,2015,WRASSES,TAUTOG,5158,38,6742,49.1,3058,49.1
FINAL,2016,BARRACUDAS,BARRACUDAS,2420,55,27950,53.7,12678,53.7
FINAL,2016,BLUEFISH,BLUEFISH,4489223,17.3,3356049,17.1,1522294,17.1
FINAL,2016,CARTILAGINOUS FISHES,DOGFISH SHARKS,33490,63,359844,64,163224,64
FINAL,2016,CARTILAGINOUS FISHES,OTHER SHARKS,9497,73.7,3645,53.8,1653,53.8
FINAL,2016,CARTILAGINOUS FISHES,SKATES/RAYS,46050,96,195898,100.9,88859,100.9
FINAL,2016,CATFISHES,FRESHWATER CATFISHES,19887,37.4,60721,38.7,27543,38.7
FINAL,2016,DOLPHINS,DOLPHINS,480860,17.2,5099647,18.9,2313185,18.9
FINAL,2016,DRUMS,ATLANTIC CROAKER,1109570,16.2,443728,16.8,201274,16.8
FINAL,2016,DRUMS,BLACK DRUM,459078,55.6,1322547,46.6,599903,46.6
FINAL,2016,DRUMS,KINGFISHES,4149467,14.6,1035121,21.7,469528,21.7
FINAL,2016,DRUMS,RED DRUM,169195,22.1,633496,18.4,287352,18.4
FINAL,2016,DRUMS,SILVER PERCH,55040,46.5,11275,47.5,5114,47.5
FINAL,2016,DRUMS,SPOT,1928716,25.3,558799,25.3,253470,25.3
FINAL,2016,DRUMS,SPOTTED SEATROUT,978624,13.1,1724492,14.5,782225,14.5
FINAL,2016,DRUMS,WEAKFISH,77341,25.8,83702,26.3,37967,26.3
FINAL,2016,FLOUNDERS,GULF FLOUNDER,5819,59.8,18994,72.5,8616,72.5
FINAL,2016,FLOUNDERS,OTHER FLOUNDERS,28305,33.5,0,.,0,.
FINAL,2016,FLOUNDERS,SOUTHERN FLOUNDER,299273,16.1,695713,16.7,315573,16.7
FINAL,2016,FLOUNDERS,SUMMER FLOUNDER,65494,27.2,110392,27.1,50073,27.1
FINAL,2016,GRUNTS,OTHER GRUNTS,3159,84.9,1729,85.4,784,85.4
FINAL,2016,GRUNTS,PIGFISH,1316198,22.8,443062,23.7,200972,23.7
FINAL,2016,GRUNTS,WHITE GRUNT,49190,38.9,85197,40.8,38645,40.8
FINAL,2016,HERRINGS,HERRINGS,2215817,40.6,378950,46.4,171891,46.4
FINAL,2016,JACKS,BLUE RUNNER,75470,76.6,23006,61.8,10436,61.8
FINAL,2016,JACKS,CREVALLE JACK,7710,64.1,9494,87.5,4306,87.5
FINAL,2016,JACKS,FLORIDA POMPANO,411634,42.7,258769,55.2,117377,55.2
FINAL,2016,JACKS,GREATER AMBERJACK,18608,32.8,305372,32.9,138516,32.9
FINAL,2016,JACKS,OTHER JACKS,94250,41.2,18609,31.7,8441,31.7
FINAL,2016,MULLETS,MULLETS,5069856,55.3,29639,51.7,13444,51.7
FINAL,2016,OTHER FISHES,OTHER FISHES,1039149,37.2,1406630,32.1,638043,32.1
FINAL,2016,PORGIES,OTHER PORGIES,4425,63.5,4409,56.8,2000,56.8
FINAL,2016,PORGIES,PINFISHES,1250422,19.7,256170,19,116198,19
FINAL,2016,PORGIES,RED PORGY,8058,58.9,15046,56.4,6825,56.4
FINAL,2016,PORGIES,SHEEPSHEAD,149085,26.2,375328,25.3,170247,25.3
FINAL,2016,PUFFERS,PUFFERS,1827054,20.4,783007,22.1,355170,22.1
FINAL,2016,SEA BASSES,BLACK SEA BASS,194512,31.4,302925,31.9,137406,31.9
FINAL,2016,SEA BASSES,EPINEPHELUS GROUPERS,1370,80.7,24397,82,11067,82
FINAL,2016,SEA BASSES,MYCTEROPERCA GROUPERS,4000,60.4,53610,71.5,24317,71.5
FINAL,2016,SEA BASSES,OTHER SEA BASSES,2934,91.1,1372,86.4,622,86.4
FINAL,2016,SEAROBINS,SEAROBINS,2937,57.8,1522,81.7,690,81.7
FINAL,2016,SNAPPERS,VERMILION SNAPPER,29519,33.5,46391,33.2,21043,33.2
FINAL,2016,TEMPERATE BASSES,STRIPED BASS,19686,53.4,60433,49.9,27412,49.9
FINAL,2016,TEMPERATE BASSES,WHITE PERCH,56413,38.6,37309,38.7,16923,38.7
FINAL,2016,TOADFISHES,TOADFISHES,2248,72.4,3576,80.2,1622,80.2
FINAL,2016,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,74743,47.2,165321,46.7,74989,46.7
FINAL,2016,TUNAS AND MACKERELS,KING MACKEREL,108151,43.4,963139,41.7,436877,41.7
FINAL,2016,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,41076,24.5,337842,24.7,153244,24.7
FINAL,2016,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,201854,11.8,5726097,15.4,2597340,15.4
FINAL,2016,TUNAS AND MACKERELS,SPANISH MACKEREL,918352,16.4,907400,16.3,411594,16.3
FINAL,2016,WRASSES,OTHER WRASSES,80,99.3,466,99.3,211,99.3
FINAL,2016,WRASSES,TAUTOG,7510,61.1,14660,64.7,6650,64.7
FINAL,2017,BARRACUDAS,BARRACUDAS,2771,58.5,76501,79.6,34701,79.6
FINAL,2017,BLUEFISH,BLUEFISH,3173218,18.3,3634502,28,1648599,28
FINAL,2017,CARTILAGINOUS FISHES,DOGFISH SHARKS,683,84.5,5616,87,2548,87
FINAL,2017,CARTILAGINOUS FISHES,OTHER SHARKS,8918,43,51540,47.4,23379,47.4
FINAL,2017,CARTILAGINOUS FISHES,SKATES/RAYS,10761,56.4,24866,79.6,11279,79.6
FINAL,2017,CATFISHES,FRESHWATER CATFISHES,18489,41.2,26294,56.2,11927,56.2
FINAL,2017,CODS AND HAKES,RED HAKE,33,100,100,100,46,100
FINAL,2017,DOLPHINS,DOLPHINS,279932,20.7,2223509,21.1,1008577,21.1
FINAL,2017,DRUMS,ATLANTIC CROAKER,666930,16.7,237160,16.9,107575,16.9
FINAL,2017,DRUMS,BLACK DRUM,355544,47.8,856081,46.9,388316,46.9
FINAL,2017,DRUMS,KINGFISHES,3387470,14.3,915561,17.2,415296,17.2
FINAL,2017,DRUMS,RED DRUM,353716,17,1475852,18,669442,18
FINAL,2017,DRUMS,SILVER PERCH,133676,44.2,24532,45.1,11127,45.1
FINAL,2017,DRUMS,SPOT,2418331,44.8,909796,50.8,412681,50.8
FINAL,2017,DRUMS,SPOTTED SEATROUT,1217834,14.8,2157198,14.8,978498,14.8
FINAL,2017,DRUMS,WEAKFISH,51795,23.6,55944,26.5,25376,26.5
FINAL,2017,EELS,EELS,2524,86.2,0,.,0,.
FINAL,2017,FLOUNDERS,GULF FLOUNDER,8288,23.8,15117,23.9,6857,23.9
FINAL,2017,FLOUNDERS,OTHER FLOUNDERS,135410,37.1,0,.,0,.
FINAL,2017,FLOUNDERS,SOUTHERN FLOUNDER,221321,18.7,451126,16.8,204629,16.8
FINAL,2017,FLOUNDERS,SUMMER FLOUNDER,91193,28.2,147426,28.7,66872,28.7
FINAL,2017,GRUNTS,OTHER GRUNTS,3618,56,1589,56.3,721,56.3
FINAL,2017,GRUNTS,PIGFISH,656096,27.6,218003,27.8,98885,27.8
FINAL,2017,GRUNTS,WHITE GRUNT,36459,42.5,58656,42.8,26606,42.8
FINAL,2017,HERRINGS,HERRINGS,785791,29,115153,30.3,52233,30.3
FINAL,2017,JACKS,BLUE RUNNER,75,80.7,327,81.8,148,81.8
FINAL,2017,JACKS,CREVALLE JACK,10719,78.7,26468,84,12006,84
FINAL,2017,JACKS,FLORIDA POMPANO,730412,54.4,290660,54.5,131843,54.5
FINAL,2017,JACKS,GREATER AMBERJACK,6653,26.8,157091,28.4,71256,28.4
FINAL,2017,JACKS,OTHER JACKS,75597,88.3,50452,50.5,22885,50.5
FINAL,2017,MULLETS,MULLETS,5212789,54.7,28882,41.7,13101,41.7
FINAL,2017,OTHER FISHES,OTHER FISHES,561446,36.6,1262332,32.4,572590,32.4
FINAL,2017,PORGIES,OTHER PORGIES,8281,44.4,9993,48.9,4533,48.9
FINAL,2017,PORGIES,PINFISHES,931289,23.9,292655,23,132748,23
FINAL,2017,PORGIES,RED PORGY,26101,70.3,42166,68.5,19127,68.5
FINAL,2017,PORGIES,SCUP,359,79.2,508,79.8,231,79.8
FINAL,2017,PORGIES,SHEEPSHEAD,282480,19.4,810633,19.6,367700,19.6
FINAL,2017,PUFFERS,PUFFERS,669528,27.4,258605,24.7,117303,24.7
FINAL,2017,SEA BASSES,BLACK SEA BASS,316925,29.3,539910,30.9,244902,30.9
FINAL,2017,SEA BASSES,EPINEPHELUS GROUPERS,427,47.4,5794,46.5,2628,46.5
FINAL,2017,SEA BASSES,MYCTEROPERCA GROUPERS,3688,96,48086,96.2,21811,96.2
FINAL,2017,SEA BASSES,OTHER SEA BASSES,4301,76.3,1585,72.4,719,72.4
FINAL,2017,SNAPPERS,OTHER SNAPPERS,82,69.4,2267,94.1,1028,94.1
FINAL,2017,SNAPPERS,VERMILION SNAPPER,26233,45.4,39773,46.7,18041,46.7
FINAL,2017,TEMPERATE BASSES,STRIPED BASS,73209,33.8,248118,33.4,112545,33.4
FINAL,2017,TEMPERATE BASSES,WHITE PERCH,424679,59.5,300675,62.1,136385,62.1
FINAL,2017,TOADFISHES,TOADFISHES,469,102.6,1293,102.6,586,102.6
FINAL,2017,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,211500,27.2,397002,28.1,180079,28.1
FINAL,2017,TUNAS AND MACKERELS,KING MACKEREL,110339,22.6,1261775,31.8,572337,31.8
FINAL,2017,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,39213,35.9,334363,36.7,151666,36.7
FINAL,2017,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,216193,13.9,6072474,14.6,2754456,14.6
FINAL,2017,TUNAS AND MACKERELS,SPANISH MACKEREL,995706,18,1094778,18.3,496588,18.3
FINAL,2017,WRASSES,OTHER WRASSES,3681,96.2,45099,96.9,20457,96.9
FINAL,2017,WRASSES,TAUTOG,29559,78.6,128136,82.6,58122,82.6
FINAL,2018,BARRACUDAS,BARRACUDAS,5848,37.2,52304,34.8,23725,34.8
FINAL,2018,BLUEFISH,BLUEFISH,3304587,13.1,2630685,12.3,1193271,12.3
FINAL,2018,CARTILAGINOUS FISHES,DOGFISH SHARKS,7514,74.1,43732,80.5,19837,80.5
FINAL,2018,CARTILAGINOUS FISHES,OTHER SHARKS,4123,40.5,169486,69.1,76878,69.1
FINAL,2018,CARTILAGINOUS FISHES,SKATES/RAYS,39224,53.2,24222,25.3,10987,25.3
FINAL,2018,CATFISHES,FRESHWATER CATFISHES,10753,39.7,50705,69.7,22999,69.7
FINAL,2018,CODS AND HAKES,OTHER CODS/HAKES,70,64.7,142,68.4,64,68.4
FINAL,2018,DOLPHINS,DOLPHINS,495450,15.6,3318532,14.8,1505276,14.8
FINAL,2018,DRUMS,ATLANTIC CROAKER,472917,16,164644,16.1,74682,16.1
FINAL,2018,DRUMS,BLACK DRUM,134624,27.2,428273,28.3,194263,28.3
FINAL,2018,DRUMS,KINGFISHES,1731340,20,479739,18.3,217608,18.3
FINAL,2018,DRUMS,OTHER DRUM,54,97.2,59,97.2,27,97.2
FINAL,2018,DRUMS,RED DRUM,299577,19.1,1452358,18.6,658785,18.6
FINAL,2018,DRUMS,SILVER PERCH,6595,54.9,1594,53.7,723,53.7
FINAL,2018,DRUMS,SPOT,2068865,24.3,597511,24.2,271029,24.2
FINAL,2018,DRUMS,SPOTTED SEATROUT,449473,18.6,658555,18.4,298719,18.4
FINAL,2018,DRUMS,WEAKFISH,30935,39.5,29924,40.5,13573,40.5
FINAL,2018,FLOUNDERS,GULF FLOUNDER,9685,43.2,26007,50.4,11797,50.4
FINAL,2018,FLOUNDERS,OTHER FLOUNDERS,43687,28.9,0,.,0,.
FINAL,2018,FLOUNDERS,SOUTHERN FLOUNDER,217805,19.3,495289,18.5,224662,18.5
FINAL,2018,FLOUNDERS,SUMMER FLOUNDER,57913,25.6,92032,25.4,41745,25.4
FINAL,2018,GRUNTS,OTHER GRUNTS,427,48.3,211,53.1,96,53.1
FINAL,2018,GRUNTS,PIGFISH,418174,21.5,163686,21.4,74247,21.4
FINAL,2018,GRUNTS,WHITE GRUNT,11486,33.2,16551,34,7507,34
FINAL,2018,HERRINGS,HERRINGS,658887,42.2,96389,36.5,43722,36.5
FINAL,2018,JACKS,BLUE RUNNER,25424,86.6,25892,90.3,11745,90.3
FINAL,2018,JACKS,CREVALLE JACK,2683,100.9,5939,100.9,2694,100.9
FINAL,2018,JACKS,FLORIDA POMPANO,318702,37.4,245670,42.2,111435,42.2
FINAL,2018,JACKS,GREATER AMBERJACK,11742,43.1,227441,40.4,103167,40.4
FINAL,2018,JACKS,OTHER JACKS,16359,36.4,98389,73.9,44629,73.9
FINAL,2018,MULLETS,MULLETS,1680104,29.7,57262,52,25974,52
FINAL,2018,OTHER FISHES,OTHER FISHES,346817,30.2,1013256,21.8,459610,21.8
FINAL,2018,PORGIES,OTHER PORGIES,2084,42.4,3610,43.5,1637,43.5
FINAL,2018,PORGIES,PINFISHES,906401,18.4,204142,17.7,92598,17.7
FINAL,2018,PORGIES,RED PORGY,1961,45.5,3982,47.1,1806,47.1
FINAL,2018,PORGIES,SCUP,349,49.6,420,51.1,190,51.1
FINAL,2018,PORGIES,SHEEPSHEAD,343772,22.5,735738,20.1,333729,20.1
FINAL,2018,PUFFERS,PUFFERS,330237,56,148220,59.7,67232,59.7
FINAL,2018,SEA BASSES,BLACK SEA BASS,86153,32.9,116825,32.1,52992,32.1
FINAL,2018,SEA BASSES,EPINEPHELUS GROUPERS,653,40.4,3608,36,1637,36
FINAL,2018,SEA BASSES,MYCTEROPERCA GROUPERS,507,44,5208,48.2,2362,48.2
FINAL,2018,SEA BASSES,OTHER SEA BASSES,888,31,411,37.5,186,37.5
FINAL,2018,SEAROBINS,SEAROBINS,11,100.5,14,100.5,6,100.5
FINAL,2018,SNAPPERS,OTHER SNAPPERS,54,101.5,50,101.5,23,101.5
FINAL,2018,SNAPPERS,RED SNAPPER,393,68.3,2342,77.2,1062,77.2
FINAL,2018,SNAPPERS,VERMILION SNAPPER,20029,33.9,27014,34.7,12254,34.7
FINAL,2018,TEMPERATE BASSES,STRIPED BASS,161281,35.5,533140,37.2,241831,37.2
FINAL,2018,TEMPERATE BASSES,WHITE PERCH,50593,55.5,28423,58.1,12892,58.1
FINAL,2018,TOADFISHES,TOADFISHES,363,99.1,268,89.9,122,89.9
FINAL,2018,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,93053,26,178928,25.3,81161,25.3
FINAL,2018,TUNAS AND MACKERELS,KING MACKEREL,102675,19,1018459,30.1,461970,30.1
FINAL,2018,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,47892,30.2,315758,34.8,143227,34.8
FINAL,2018,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,120297,18,2909594,18.9,1319783,18.9
FINAL,2018,TUNAS AND MACKERELS,SPANISH MACKEREL,1012889,13.9,1156702,14.5,524677,14.5
FINAL,2018,WRASSES,OTHER WRASSES,69,100,383,100,174,100
FINAL,2018,WRASSES,TAUTOG,2589,51.2,5254,53.7,2383,53.7
FINAL,2019,BARRACUDAS,BARRACUDAS,1661,28.8,15529,31.2,7044,31.2
FINAL,2019,BLUEFISH,BLUEFISH,2752589,23,3011480,22.4,1365998,22.4
FINAL,2019,CARTILAGINOUS FISHES,DOGFISH SHARKS,8962,56.3,50477,60.3,22896,60.3
FINAL,2019,CARTILAGINOUS FISHES,OTHER SHARKS,15660,63.1,110510,73.3,50127,73.3
FINAL,2019,CARTILAGINOUS FISHES,SKATES/RAYS,16077,42,5194,100.5,2356,100.5
FINAL,2019,CATFISHES,FRESHWATER CATFISHES,6713,52.9,5027,69.3,2280,69.3
FINAL,2019,CODS AND HAKES,RED HAKE,58,95.3,97,95.3,44,95.3
FINAL,2019,DOLPHINS,DOLPHINS,458086,18.9,3147384,20.4,1427644,20.4
FINAL,2019,DRUMS,ATLANTIC CROAKER,651268,20.7,224337,22.8,101759,22.8
FINAL,2019,DRUMS,BLACK DRUM,156401,19.9,404452,20.1,183458,20.1
FINAL,2019,DRUMS,KINGFISHES,3370636,21.8,881104,37.2,399666,37.2
FINAL,2019,DRUMS,OTHER DRUM,925,101.2,0,.,0,.
FINAL,2019,DRUMS,RED DRUM,97186,22.8,436219,24.2,197868,24.2
FINAL,2019,DRUMS,SILVER PERCH,32444,49.2,7520,39.9,3411,39.9
FINAL,2019,DRUMS,SPOT,2822884,27.6,851998,27.7,386464,27.7
FINAL,2019,DRUMS,SPOTTED SEATROUT,1937250,11.4,3334163,11.6,1512366,11.6
FINAL,2019,DRUMS,WEAKFISH,39061,21.4,43252,22,19619,22
FINAL,2019,FLOUNDERS,GULF FLOUNDER,13239,55.6,21517,57.1,9760,57.1
