Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1954,NORTH CAROLINA,"SEATROUT, SPOTTED",659900,299,173940,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1954,NORTH CAROLINA,"SHAD, AMERICAN",1444700,655,258185,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1954,NORTH CAROLINA,"SHAD, HICKORY",324400,147,16725,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1954,NORTH CAROLINA,SHEEPSHEAD,14300,6,1152,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1954,NORTH CAROLINA,"SHRIMP, MARINE **",9182400,4165,1836480,Public,Commercial,Dendrobranchiata,95600,ACCSPHIST
1954,NORTH CAROLINA,SPOT,2389900,1084,159698,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1954,NORTH CAROLINA,STURGEONS **,9500,4,2025,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1954,NORTH CAROLINA,SUCKERS **,900,0,66,Public,Commercial,Catostomidae,163892,ACCSPHIST
1954,NORTH CAROLINA,SUNFISHES **,5400,2,162,Public,Commercial,Centrarchidae,168093,ACCSPHIST
1954,NORTH CAROLINA,"TURTLES, SNAPPING",5000,2,500,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1954,NORTH CAROLINA,WEAKFISH,2381100,1080,236698,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1955,NORTH CAROLINA,ALEWIFE,12647900,5737,129670,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1955,NORTH CAROLINA,"BASS, BLACK SEA",19100,9,2706,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1955,NORTH CAROLINA,"BASS, STRIPED",736000,334,120099,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1955,NORTH CAROLINA,BLUEFISH,434800,197,52938,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1955,NORTH CAROLINA,BOWFIN,5400,2,320,Public,Commercial,Amia calva,161104,ACCSPHIST
1955,NORTH CAROLINA,"CARP, COMMON",453800,206,18576,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1955,NORTH CAROLINA,"CATFISHES, BULLHEAD **",950900,431,75536,Public,Commercial,Ictaluridae,163995,ACCSPHIST
1955,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",122000,55,34460,Public,Commercial,Mercenaria,81495,ACCSPHIST
1955,NORTH CAROLINA,COBIA,600,0,36,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1955,NORTH CAROLINA,"CRAB, BLUE",9505900,4312,573866,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1955,NORTH CAROLINA,"CROAKER, ATLANTIC",992600,450,53636,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1955,NORTH CAROLINA,"DRUM, BLACK",23800,11,1416,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1955,NORTH CAROLINA,"DRUM, RED",135400,61,13540,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1955,NORTH CAROLINA,"EEL, AMERICAN",45200,21,2922,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1955,NORTH CAROLINA,FLATFISHES **,1126100,511,139014,Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1955,NORTH CAROLINA,"HARVESTFISH, NORTHERN",381000,173,30480,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1955,NORTH CAROLINA,KINGFISHES **,1281300,581,103194,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1955,NORTH CAROLINA,"MACKEREL, KING AND CERO **",13200,6,2500,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1955,NORTH CAROLINA,"MACKEREL, SPANISH",165400,75,25035,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1955,NORTH CAROLINA,MENHADENS **,184918700,83879,2292993,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,NORTH CAROLINA,"MULLET, STRIPED",1888200,856,191720,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1955,NORTH CAROLINA,"OYSTER, EASTERN",731000,332,286395,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1955,NORTH CAROLINA,"PERCH, WHITE",799500,363,68252,Public,Commercial,Morone americana,167678,ACCSPHIST
1955,NORTH CAROLINA,"PERCH, YELLOW",27900,13,2046,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1955,NORTH CAROLINA,PIGFISH,367600,167,11132,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1955,NORTH CAROLINA,PIKES **,1400,1,180,Public,Commercial,Esocidae,162137,ACCSPHIST
1955,NORTH CAROLINA,"POMPANO, FLORIDA",7600,3,2210,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1955,NORTH CAROLINA,PORGIES **,15000,7,1039,Public,Commercial,Sparidae,169180,ACCSPHIST
1955,NORTH CAROLINA,"PUFFER, NORTHERN",287000,130,9023,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1955,NORTH CAROLINA,SCADS **,1800,1,144,Public,Commercial,Decapterus ,168723,ACCSPHIST
1955,NORTH CAROLINA,"SCALLOP, BAY",78300,36,39150,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1955,NORTH CAROLINA,"SEATROUT, SPOTTED",442600,201,132780,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1955,NORTH CAROLINA,"SHAD, AMERICAN",649000,294,159619,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1955,NORTH CAROLINA,"SHAD, HICKORY",250700,114,11988,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1955,NORTH CAROLINA,SHEEPSHEAD,7300,3,586,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1955,NORTH CAROLINA,"SHRIMP, MARINE **",10323600,4683,2369306,Public,Commercial,Dendrobranchiata,95600,ACCSPHIST
1955,NORTH CAROLINA,SPOT,1898000,861,189692,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1955,NORTH CAROLINA,STURGEONS **,1700,1,310,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1955,NORTH CAROLINA,SUCKERS **,600,0,42,Public,Commercial,Catostomidae,163892,ACCSPHIST
1955,NORTH CAROLINA,SUNFISHES **,2500,1,75,Public,Commercial,Centrarchidae,168093,ACCSPHIST
1955,NORTH CAROLINA,WEAKFISH,1355800,615,135710,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1956,NORTH CAROLINA,ALEWIFE,12553400,5694,134810,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1956,NORTH CAROLINA,"BASS, BLACK SEA",79700,36,7970,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1956,NORTH CAROLINA,"BASS, STRIPED",763500,346,119255,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1956,NORTH CAROLINA,BLUEFISH,632800,287,63280,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1956,NORTH CAROLINA,BOWFIN,500,0,30,Public,Commercial,Amia calva,161104,ACCSPHIST
1956,NORTH CAROLINA,"CARP, COMMON",388800,176,11664,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1956,NORTH CAROLINA,"CATFISHES-BULLHEADS, OTHER **",1087600,493,87008,Public,Commercial,Siluridae,164066,ACCSPHIST
1956,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",147700,67,51695,Public,Commercial,Mercenaria,81495,ACCSPHIST
1956,NORTH CAROLINA,COBIA,4400,2,264,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1956,NORTH CAROLINA,"CRAB, BLUE",8316000,3772,426450,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1956,NORTH CAROLINA,"CROAKER, ATLANTIC",4828800,2190,289728,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1956,NORTH CAROLINA,"DRUM, BLACK",14200,6,852,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1956,NORTH CAROLINA,"DRUM, RED",30100,14,3010,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1956,NORTH CAROLINA,"EEL, AMERICAN",113100,51,4524,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1956,NORTH CAROLINA,FLATFISHES **,1002100,455,112080,Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1956,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",26700,12,1602,Public,Commercial,Serranidae,167674,ACCSPHIST
1956,NORTH CAROLINA,"HARVESTFISH, NORTHERN",415700,189,29099,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1956,NORTH CAROLINA,HARVESTFISHES **,109200,50,8736,Public,Commercial,Peprilus,172564,ACCSPHIST
1956,NORTH CAROLINA,"HERRING, ATLANTIC THREAD",5000000,2268,68500,Public,Commercial,Opisthonema oglinum,161748,ACCSPHIST
1956,NORTH CAROLINA,KINGFISHES **,1433800,650,114704,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1956,NORTH CAROLINA,"MACKEREL, KING AND CERO **",7300,3,1314,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1956,NORTH CAROLINA,"MACKEREL, SPANISH",345600,157,55296,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1956,NORTH CAROLINA,MENHADENS **,246647900,111879,3379080,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,NORTH CAROLINA,"MULLET, STRIPED",2194100,995,175528,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1956,NORTH CAROLINA,"OYSTER, EASTERN",1318000,598,563777,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1956,NORTH CAROLINA,"PERCH, SAND",3300,1,66,Public,Commercial,Diplectrum formosum,167793,ACCSPHIST
1956,NORTH CAROLINA,"PERCH, WHITE",417000,189,32860,Public,Commercial,Morone americana,167678,ACCSPHIST
1956,NORTH CAROLINA,"PERCH, YELLOW",53400,24,3184,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1956,NORTH CAROLINA,PIGFISH,220800,100,7657,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1956,NORTH CAROLINA,PIKES **,200,0,24,Public,Commercial,Esocidae,162137,ACCSPHIST
1956,NORTH CAROLINA,PINFISH,900,0,18,Public,Commercial,Lagodon rhomboides,169187,ACCSPHIST
1956,NORTH CAROLINA,"POMPANO, FLORIDA",2600,1,780,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1956,NORTH CAROLINA,PORGIES **,97700,44,5862,Public,Commercial,Sparidae,169180,ACCSPHIST
1956,NORTH CAROLINA,"PUFFER, NORTHERN",69400,31,2082,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1956,NORTH CAROLINA,"SCALLOP, BAY",125200,57,62600,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1956,NORTH CAROLINA,"SEATROUT, SPOTTED",389400,177,116820,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1956,NORTH CAROLINA,"SHAD, AMERICAN",773200,351,193300,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1956,NORTH CAROLINA,"SHAD, HICKORY",268300,122,16098,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1956,NORTH CAROLINA,SHEEPSHEAD,12300,6,984,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1956,NORTH CAROLINA,"SHRIMP, MARINE **",6243200,2832,1594368,Public,Commercial,Dendrobranchiata,95600,ACCSPHIST
1956,NORTH CAROLINA,"SNAPPER, RED",130400,59,36512,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1956,NORTH CAROLINA,SPOT,2574800,1168,180236,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1956,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",1200,1,72,Public,Commercial,Loliginidae,82369,ACCSPHIST
1956,NORTH CAROLINA,STURGEONS **,12200,6,1830,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1956,NORTH CAROLINA,SUCKERS **,200,0,10,Public,Commercial,Catostomidae,163892,ACCSPHIST
1956,NORTH CAROLINA,"TURTLES, SNAPPING",18800,9,1880,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1956,NORTH CAROLINA,WEAKFISH,1842400,836,147392,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1957,NORTH CAROLINA,ALEWIFE,11773200,5340,117734,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1957,NORTH CAROLINA,"BASS, BLACK SEA",36000,16,3540,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1957,NORTH CAROLINA,"BASS, STRIPED",597000,271,89550,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1957,NORTH CAROLINA,BLUEFISH,815900,370,106669,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1957,NORTH CAROLINA,BOWFIN,300,0,18,Public,Commercial,Amia calva,161104,ACCSPHIST
1957,NORTH CAROLINA,"CARP, COMMON",658500,299,19755,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1957,NORTH CAROLINA,"CATFISHES-BULLHEADS, OTHER **",1258500,571,100680,Public,Commercial,Siluridae,164066,ACCSPHIST
1957,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",243300,110,97320,Public,Commercial,Mercenaria,81495,ACCSPHIST
1957,NORTH CAROLINA,COBIA,11400,5,684,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1957,NORTH CAROLINA,"CRAB, BLUE",11635200,5278,673048,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1957,NORTH CAROLINA,"CROAKER, ATLANTIC",2915900,1323,219543,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1957,NORTH CAROLINA,"DRUM, BLACK",23800,11,1428,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1957,NORTH CAROLINA,"DRUM, RED",139600,63,11168,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1957,NORTH CAROLINA,"EEL, AMERICAN",63000,29,2520,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1957,NORTH CAROLINA,FLATFISHES **,1235900,561,149187,Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1957,NORTH CAROLINA,"GROUPER, GOLIATH",3400,2,204,Public,Commercial,Epinephelus itajara,167695,ACCSPHIST
1957,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",81500,37,5685,Public,Commercial,Serranidae,167674,ACCSPHIST
1957,NORTH CAROLINA,"HARVESTFISH, NORTHERN",204300,93,14256,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1957,NORTH CAROLINA,HARVESTFISHES **,204400,93,16352,Public,Commercial,Peprilus,172564,ACCSPHIST
1957,NORTH CAROLINA,"HERRING, ATLANTIC THREAD",12057300,5469,166390,Public,Commercial,Opisthonema oglinum,161748,ACCSPHIST
1957,NORTH CAROLINA,KINGFISHES **,1599800,726,144308,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1957,NORTH CAROLINA,"MACKEREL, KING AND CERO **",45800,21,8290,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1957,NORTH CAROLINA,"MACKEREL, SPANISH",247800,112,37170,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1957,NORTH CAROLINA,MENHADENS **,172522300,78256,2380826,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,NORTH CAROLINA,"MULLET, STRIPED",2127100,965,145090,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1957,NORTH CAROLINA,"OYSTER, EASTERN",1086500,493,479757,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1957,NORTH CAROLINA,"PERCH, SAND",8200,4,251,Public,Commercial,Diplectrum formosum,167793,ACCSPHIST
1957,NORTH CAROLINA,"PERCH, WHITE",472200,214,47220,Public,Commercial,Morone americana,167678,ACCSPHIST
1957,NORTH CAROLINA,"PERCH, YELLOW",22100,10,1326,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1957,NORTH CAROLINA,PIGFISH,185600,84,10890,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1957,NORTH CAROLINA,PIKES **,300,0,36,Public,Commercial,Esocidae,162137,ACCSPHIST
1957,NORTH CAROLINA,"POMPANO, FLORIDA",17400,8,5220,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1957,NORTH CAROLINA,PORGIES **,23800,11,1890,Public,Commercial,Sparidae,169180,ACCSPHIST
1957,NORTH CAROLINA,"PUFFER, NORTHERN",489700,222,14691,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1957,NORTH CAROLINA,"SCALLOP, BAY",108400,49,37073,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1957,NORTH CAROLINA,"SEATROUT, SPOTTED",578300,262,144575,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1957,NORTH CAROLINA,"SHAD, AMERICAN",837000,380,209250,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1957,NORTH CAROLINA,"SHAD, HICKORY",247900,112,14874,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1957,NORTH CAROLINA,SHEEPSHEAD,16100,7,1288,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1957,NORTH CAROLINA,"SHRIMP, MARINE **",7933100,3598,2262944,Public,Commercial,Dendrobranchiata,95600,ACCSPHIST
1957,NORTH CAROLINA,"SNAPPER, RED",225100,102,63028,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1957,NORTH CAROLINA,SPOT,2157500,979,156244,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1957,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",12300,6,738,Public,Commercial,Loliginidae,82369,ACCSPHIST
1957,NORTH CAROLINA,STURGEONS **,15600,7,2340,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1957,NORTH CAROLINA,SUCKERS **,900,0,54,Public,Commercial,Catostomidae,163892,ACCSPHIST
1957,NORTH CAROLINA,"TURTLES, SNAPPING",8000,4,800,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1957,NORTH CAROLINA,WEAKFISH,2210300,1003,157522,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1958,NORTH CAROLINA,ALEWIFE,14914300,6765,149143,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1958,NORTH CAROLINA,"BASS, BLACK SEA",27200,12,2720,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1958,NORTH CAROLINA,"BASS, STRIPED",1096000,497,197280,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1958,NORTH CAROLINA,BLUEFISH,436900,198,58270,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1958,NORTH CAROLINA,BOWFIN,300,0,9,Public,Commercial,Amia calva,161104,ACCSPHIST
1958,NORTH CAROLINA,"CARP, COMMON",641700,291,20119,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1958,NORTH CAROLINA,"CATFISHES-BULLHEADS, OTHER **",1533900,696,123881,Public,Commercial,Siluridae,164066,ACCSPHIST
1958,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",277500,126,111000,Public,Commercial,Mercenaria,81495,ACCSPHIST
1958,NORTH CAROLINA,COBIA,9800,4,513,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1958,NORTH CAROLINA,"CRAB, BLUE",12599100,5715,738567,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1958,NORTH CAROLINA,"CROAKER, ATLANTIC",6920600,3139,530542,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1958,NORTH CAROLINA,"DRUM, BLACK",4700,2,282,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1958,NORTH CAROLINA,"DRUM, RED",6600,3,412,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1958,NORTH CAROLINA,"EEL, AMERICAN",86800,39,3472,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1958,NORTH CAROLINA,FLATFISHES **,699900,317,84906,Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1958,NORTH CAROLINA,"GROUPER, GOLIATH",8400,4,672,Public,Commercial,Epinephelus itajara,167695,ACCSPHIST
1958,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",23200,11,1624,Public,Commercial,Serranidae,167674,ACCSPHIST
1958,NORTH CAROLINA,"HARVESTFISH, NORTHERN",187700,85,23489,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1958,NORTH CAROLINA,HARVESTFISHES **,236600,107,18905,Public,Commercial,Peprilus,172564,ACCSPHIST
1958,NORTH CAROLINA,"HERRING, ATLANTIC THREAD",74400,34,5200,Public,Commercial,Opisthonema oglinum,161748,ACCSPHIST
1958,NORTH CAROLINA,KINGFISHES **,1054300,478,97699,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1958,NORTH CAROLINA,"MACKEREL, KING AND CERO **",59200,27,11720,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1958,NORTH CAROLINA,"MACKEREL, SPANISH",211300,96,31695,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1958,NORTH CAROLINA,MACKERELS **,200,0,40,Public,Commercial,Scomber,172411,ACCSPHIST
1958,NORTH CAROLINA,MENHADENS **,235384500,106770,3483690,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,NORTH CAROLINA,"MULLET, STRIPED",2229000,1011,157715,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1958,NORTH CAROLINA,"OYSTER, EASTERN",1041500,472,434311,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1958,NORTH CAROLINA,"PERCH, SAND",47500,22,1425,Public,Commercial,Diplectrum formosum,167793,ACCSPHIST
1958,NORTH CAROLINA,"PERCH, WHITE",381400,173,38140,Public,Commercial,Morone americana,167678,ACCSPHIST
1958,NORTH CAROLINA,"PERCH, YELLOW",35700,16,2142,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1958,NORTH CAROLINA,PIGFISH,68400,31,4014,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1958,NORTH CAROLINA,PIKES **,100,0,12,Public,Commercial,Esocidae,162137,ACCSPHIST
1958,NORTH CAROLINA,"POMPANO, FLORIDA",1500,1,450,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1958,NORTH CAROLINA,PORGIES **,35200,16,2816,Public,Commercial,Sparidae,169180,ACCSPHIST
1958,NORTH CAROLINA,"PUFFER, NORTHERN",158800,72,4764,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1958,NORTH CAROLINA,"SCALLOP, BAY",169400,77,57935,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1958,NORTH CAROLINA,SEAROBINS **,2500,1,75,Public,Commercial,Triglidae,166972,ACCSPHIST
1958,NORTH CAROLINA,"SEATROUT, SPOTTED",177300,80,44325,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1958,NORTH CAROLINA,"SHAD, AMERICAN",492800,224,123200,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1958,NORTH CAROLINA,"SHAD, HICKORY",193200,88,6656,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1958,NORTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",4200,2,210,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1958,NORTH CAROLINA,SHEEPSHEAD,6400,3,512,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1958,NORTH CAROLINA,"SHRIMP, MARINE **",2518100,1142,719375,Public,Commercial,Dendrobranchiata,95600,ACCSPHIST
1958,NORTH CAROLINA,"SNAPPER, RED",27700,13,7756,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1958,NORTH CAROLINA,SPOT,2320900,1053,172606,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1958,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",4400,2,264,Public,Commercial,Loliginidae,82369,ACCSPHIST
1958,NORTH CAROLINA,STURGEONS **,21800,10,3270,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1958,NORTH CAROLINA,"TILEFISH, GOLDEN",400,0,32,Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1958,NORTH CAROLINA,"TURTLES, SNAPPING",7500,3,1350,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1958,NORTH CAROLINA,WEAKFISH,3810100,1728,216403,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1959,NORTH CAROLINA,ALEWIFE,14153700,6420,141537,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1959,NORTH CAROLINA,"BASS, BLACK SEA",40900,19,4090,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1959,NORTH CAROLINA,"BASS, STRIPED",871500,395,157456,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1959,NORTH CAROLINA,BLUEFISH,740400,336,87417,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1959,NORTH CAROLINA,"CARP, COMMON",398500,181,11955,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1959,NORTH CAROLINA,"CATFISHES-BULLHEADS, OTHER **",1464800,664,117184,Public,Commercial,Siluridae,164066,ACCSPHIST
1959,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",339500,154,135800,Public,Commercial,Mercenaria,81495,ACCSPHIST
1959,NORTH CAROLINA,COBIA,13200,6,792,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1959,NORTH CAROLINA,"CRAB, BLUE",14863300,6742,888554,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1959,NORTH CAROLINA,"CROAKER, ATLANTIC",3056600,1386,228331,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1959,NORTH CAROLINA,"DRUM, BLACK",23000,10,1380,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1959,NORTH CAROLINA,"DRUM, RED",5000,2,400,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1959,NORTH CAROLINA,"EEL, AMERICAN",99100,45,3956,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1959,NORTH CAROLINA,FLATFISHES **,1529400,694,186964,Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1959,NORTH CAROLINA,"GROUPER, GOLIATH",600,0,44,Public,Commercial,Epinephelus itajara,167695,ACCSPHIST
1959,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",8700,4,630,Public,Commercial,Serranidae,167674,ACCSPHIST
