Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1985,NORTH CAROLINA,"SNAPPER, SILK",12065,5,22958,Public,Commercial,Lutjanus vivanus,168861,ACCSPHIST
1985,NORTH CAROLINA,"SNAPPER, VERMILION",377064,171,683993,Public,Commercial,Rhomboplites aurorubens,168909,ACCSPHIST
1985,NORTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",101280,46,210484,Public,Commercial,Lutjanidae,168845,ACCSPHIST
1985,NORTH CAROLINA,SPADEFISH,49149,22,5144,Public,Commercial,Ephippidae ,553178,ACCSPHIST
1985,NORTH CAROLINA,SPOT,4043843,1834,874490,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1985,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",641661,291,149859,Public,Commercial,Loliginidae,82369,ACCSPHIST
1985,NORTH CAROLINA,STURGEONS **,26945,12,12127,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1985,NORTH CAROLINA,SWORDFISH,77729,35,224722,Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1985,NORTH CAROLINA,TAUTOG,531,0,81,Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1985,NORTH CAROLINA,"TILEFISH, BLUELINE",22769,10,15051,Public,Commercial,Caulolatilus microps,168543,ACCSPHIST
1985,NORTH CAROLINA,"TILEFISH, GOLDEN",50739,23,46267,Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1985,NORTH CAROLINA,TILEFISHES **,7677,3,4528,Public,Commercial,Malacanthidae,168537,ACCSPHIST
1985,NORTH CAROLINA,TRIGGERFISHES **,29831,14,8597,Public,Commercial,Balistidae,173128,ACCSPHIST
1985,NORTH CAROLINA,"TUNA, BIGEYE",5032,2,15990,Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1985,NORTH CAROLINA,"TUNA, BLACKFIN",2764,1,3328,Public,Commercial,Thunnus atlanticus,172427,ACCSPHIST
1985,NORTH CAROLINA,"TUNA, BLUEFIN",496,0,911,Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1985,NORTH CAROLINA,"TUNA, LITTLE TUNNY",74689,34,5473,Public,Commercial,Euthynnus alletteratus,172402,ACCSPHIST
1985,NORTH CAROLINA,"TUNA, YELLOWFIN",65938,30,75917,Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1985,NORTH CAROLINA,TUNAS **,34083,15,33412,Public,Commercial,Thunnus,172418,ACCSPHIST
1985,NORTH CAROLINA,"TURTLES, SNAPPING",11201,5,3881,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1985,NORTH CAROLINA,"VERTEBRATES, JAWED",11730141,5321,385307,Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1985,NORTH CAROLINA,WAHOO,9426,4,9175,Public,Commercial,Acanthocybium solandri,172451,ACCSPHIST
1985,NORTH CAROLINA,WEAKFISH,9821188,4455,3888529,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1986,NORTH CAROLINA,ALEWIFE,6814323,3091,647293,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1986,NORTH CAROLINA,AMBERJACKS **,40676,18,7170,Public,Commercial,Seriola,168688,ACCSPHIST
1986,NORTH CAROLINA,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",119,0,50,Public,Commercial,Sphyraenidae,170424,ACCSPHIST
1986,NORTH CAROLINA,"BASS, BLACK SEA",1097887,498,975210,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1986,NORTH CAROLINA,"BASS, STRIPED",176921,80,179750,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1986,NORTH CAROLINA,BLUEFISH,3450230,1565,477273,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1986,NORTH CAROLINA,"BONITO, ATLANTIC",926,0,145,Public,Commercial,Sarda sarda,172409,ACCSPHIST
1986,NORTH CAROLINA,"CARP, COMMON",143018,65,6022,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1986,NORTH CAROLINA,"CATFISHES, BULLHEAD **",1198213,544,190483,Public,Commercial,Ictaluridae,163995,ACCSPHIST
1986,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",1356316,615,7522393,Public,Commercial,Mercenaria,81495,ACCSPHIST
1986,NORTH CAROLINA,COBIA,18303,8,12338,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1986,NORTH CAROLINA,"CONCHS, TRUE **",91786,42,44148,Public,Commercial,Strombus,72555,ACCSPHIST
1986,NORTH CAROLINA,"CRAB, BLUE",23755247,10775,6114356,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1986,NORTH CAROLINA,"CRAB, HORSESHOE",48023,22,12311,Public,Commercial,Limulus polyphemus,82703,ACCSPHIST
1986,NORTH CAROLINA,"CROAKER, ATLANTIC",9424828,4275,3088174,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1986,NORTH CAROLINA,CRUSTACEANS **,703256,319,72219,Public,Commercial,Crustacea,83677,ACCSPHIST
1986,NORTH CAROLINA,"CUTLASSFISH, ATLANTIC",11113,5,2428,Public,Commercial,Trichiurus lepturus,172385,ACCSPHIST
1986,NORTH CAROLINA,DOLPHINFISH **,35923,16,40438,Public,Commercial,Coryphaena spp.,168790,ACCSPHIST
1986,NORTH CAROLINA,"DRUM, BLACK",44993,20,9460,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1986,NORTH CAROLINA,"DRUM, RED",249076,113,106808,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1986,NORTH CAROLINA,"EEL, AMERICAN",338377,153,355747,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1986,NORTH CAROLINA,"EEL, CONGER",1385,1,151,Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1986,NORTH CAROLINA,"FLOUNDER, SOUTHERN",2613970,1186,2650535,Public,Commercial,Paralichthys lethostigma,172738,ACCSPHIST
1986,NORTH CAROLINA,"FLOUNDER, SUMMER",6231310,2827,6700683,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1986,NORTH CAROLINA,"FLOUNDER, WINTER",35594,16,14099,Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1986,NORTH CAROLINA,"FLOUNDER, WITCH",4379,2,1133,Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1986,NORTH CAROLINA,"FLOUNDER, YELLOWTAIL",37999,17,11620,Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1986,NORTH CAROLINA,GARFISHES **,8227,4,942,Public,Commercial,Lepisosteidae,161092,ACCSPHIST
1986,NORTH CAROLINA,GOOSEFISH,183126,83,100670,Public,Commercial,Lophius americanus,164499,ACCSPHIST
1986,NORTH CAROLINA,"GROUPER, GAG",300270,136,477295,Public,Commercial,Mycteroperca microlepis,167759,ACCSPHIST
1986,NORTH CAROLINA,"GROUPER, RED",21306,10,28945,Public,Commercial,Epinephelus morio,167702,ACCSPHIST
1986,NORTH CAROLINA,"GROUPER, SNOWY",93617,42,129513,Public,Commercial,Epinephelus niveatus,167705,ACCSPHIST
1986,NORTH CAROLINA,"GROUPER, WARSAW",1895,1,2821,Public,Commercial,Epinephelus nigritus,167704,ACCSPHIST
1986,NORTH CAROLINA,"GROUPER, YELLOWEDGE",3724,2,5209,Public,Commercial,Epinephelus flavolimbatus,167699,ACCSPHIST
1986,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",196893,89,266340,Public,Commercial,Serranidae,167674,ACCSPHIST
1986,NORTH CAROLINA,"GRUNTS, HAEMULIDAE (FAMILY) **",94890,43,29872,Public,Commercial,Haemulidae,169055,ACCSPHIST
1986,NORTH CAROLINA,"HAKE, SILVER",12502,6,2604,Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1986,NORTH CAROLINA,"HAKES, RED AND WHITE **",8645,4,1180,Public,Commercial,Urophycis,164729,ACCSPHIST
1986,NORTH CAROLINA,"HARVESTFISH, NORTHERN",388471,176,194321,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1986,NORTH CAROLINA,HARVESTFISHES **,186399,85,73251,Public,Commercial,Peprilus,172564,ACCSPHIST
1986,NORTH CAROLINA,"HIND, RED",3299,1,4670,Public,Commercial,Epinephelus guttatus,167700,ACCSPHIST
1986,NORTH CAROLINA,"HIND, SPECKLED",13588,6,18403,Public,Commercial,Epinephelus drummondhayi,167698,ACCSPHIST
1986,NORTH CAROLINA,HOGFISH,5052,2,5732,Public,Commercial,Lachnolaimus maximus,170566,ACCSPHIST
1986,NORTH CAROLINA,"JACK, CREVALLE",52917,24,10469,Public,Commercial,Caranx hippos,168609,ACCSPHIST
1986,NORTH CAROLINA,KINGFISHES **,993390,451,391492,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1986,NORTH CAROLINA,"MACKEREL, ATLANTIC",471643,214,56510,Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1986,NORTH CAROLINA,"MACKEREL, KING AND CERO **",1006128,456,929705,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1986,NORTH CAROLINA,"MACKEREL, SPANISH",232197,105,81184,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1986,NORTH CAROLINA,MENHADENS **,66378260,30109,1591037,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,NORTH CAROLINA,"MULLET, STRIPED",1932190,876,425586,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1986,NORTH CAROLINA,OCTOPUSES **,21651,10,15999,Public,Commercial,Octopodidae,82590,ACCSPHIST
1986,NORTH CAROLINA,"OYSTER, EASTERN",745548,338,1452056,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1986,NORTH CAROLINA,"PERCH, WHITE",672153,305,325532,Public,Commercial,Morone americana,167678,ACCSPHIST
1986,NORTH CAROLINA,"PERCH, YELLOW",26047,12,7754,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1986,NORTH CAROLINA,PIGFISH,177631,81,30322,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1986,NORTH CAROLINA,"POMPANO, FLORIDA",34771,16,44158,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1986,NORTH CAROLINA,PORGIES **,93414,42,83860,Public,Commercial,Sparidae,169180,ACCSPHIST
1986,NORTH CAROLINA,"PORGY, KNOBBED",10693,5,3939,Public,Commercial,Calamus nodosus,169201,ACCSPHIST
1986,NORTH CAROLINA,"PORGY, RED",355402,161,339170,Public,Commercial,Pagrus pagrus,169207,ACCSPHIST
1986,NORTH CAROLINA,"PUFFER, NORTHERN",183503,83,68019,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1986,NORTH CAROLINA,"RUNNER, BLUE",387,0,48,Public,Commercial,Caranx crysos,168612,ACCSPHIST
1986,NORTH CAROLINA,"SCALLOP, BAY",306176,139,837722,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1986,NORTH CAROLINA,"SCALLOP, SEA",973621,442,3952295,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1986,NORTH CAROLINA,SCAMP,135612,62,208561,Public,Commercial,Mycteroperca phenax,167763,ACCSPHIST
1986,NORTH CAROLINA,SCUP,367019,166,172936,Public,Commercial,Stenotomus chrysops,169182,ACCSPHIST
1986,NORTH CAROLINA,"SEATROUT, SPOTTED",191514,87,146254,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1986,NORTH CAROLINA,"SHAD, AMERICAN",373794,170,228819,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1986,NORTH CAROLINA,"SHAD, GIZZARD",555493,252,26239,Public,Commercial,Dorosoma cepedianum,161737,ACCSPHIST
1986,NORTH CAROLINA,"SHAD, HICKORY",20822,9,3899,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1986,NORTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",131376,60,31963,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1986,NORTH CAROLINA,SHEEPSHEAD,97355,44,16300,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1986,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",4118754,1868,10085051,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1986,NORTH CAROLINA,"SHRIMP, NORTHERN PINK",1904095,864,3532112,Public,Commercial,Farfantepenaeus duorarum,551574,ACCSPHIST
1986,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",115278,52,298008,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1986,NORTH CAROLINA,"SHRIMPS, ROCK **",24466,11,18765,Public,Commercial,Sicyonia,96027,ACCSPHIST
1986,NORTH CAROLINA,SKIPPERS **,20519,9,4106,Public,Commercial,Tylosurus,165570,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPER, BLACKFIN",337,0,553,Public,Commercial,Lutjanus buccanella,168852,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPER, CUBERA",335,0,194,Public,Commercial,Lutjanus cyanopterus,168847,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPER, GRAY",305,0,462,Public,Commercial,Lutjanus griseus,168848,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPER, MUTTON",1111,1,1788,Public,Commercial,Lutjanus analis,168849,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPER, RED",32113,15,85218,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPER, SILK",8848,4,16603,Public,Commercial,Lutjanus vivanus,168861,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPER, VERMILION",391013,177,735029,Public,Commercial,Rhomboplites aurorubens,168909,ACCSPHIST
1986,NORTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",134539,61,281244,Public,Commercial,Lutjanidae,168845,ACCSPHIST
1986,NORTH CAROLINA,SPADEFISH,19293,9,2183,Public,Commercial,Ephippidae ,553178,ACCSPHIST
1986,NORTH CAROLINA,SPOT,3354191,1521,772495,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1986,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",318347,144,89829,Public,Commercial,Loliginidae,82369,ACCSPHIST
1986,NORTH CAROLINA,STURGEONS **,20559,9,13992,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1986,NORTH CAROLINA,SWORDFISH,94005,43,324097,Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1986,NORTH CAROLINA,TAUTOG,1006,0,101,Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1986,NORTH CAROLINA,"TILEFISH, BLUELINE",21530,10,13916,Public,Commercial,Caulolatilus microps,168543,ACCSPHIST
1986,NORTH CAROLINA,"TILEFISH, GOLDFACE",46250,21,67611,Public,Commercial,Caulolatilus chrysops,168544,ACCSPHIST
1986,NORTH CAROLINA,TILEFISHES **,19265,9,23073,Public,Commercial,Malacanthidae,168537,ACCSPHIST
1986,NORTH CAROLINA,TRIGGERFISHES **,39794,18,12018,Public,Commercial,Balistidae,173128,ACCSPHIST
1986,NORTH CAROLINA,"TUNA, BIGEYE",30382,14,66257,Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1986,NORTH CAROLINA,"TUNA, BLACKFIN",1555,1,1677,Public,Commercial,Thunnus atlanticus,172427,ACCSPHIST
1986,NORTH CAROLINA,"TUNA, LITTLE TUNNY",77676,35,5047,Public,Commercial,Euthynnus alletteratus,172402,ACCSPHIST
1986,NORTH CAROLINA,"TUNA, YELLOWFIN",358835,163,245072,Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1986,NORTH CAROLINA,TUNAS **,28568,13,28645,Public,Commercial,Thunnus,172418,ACCSPHIST
1986,NORTH CAROLINA,"VERTEBRATES, JAWED",7396952,3355,235690,Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1986,NORTH CAROLINA,WAHOO,6014,3,7742,Public,Commercial,Acanthocybium solandri,172451,ACCSPHIST
1986,NORTH CAROLINA,WEAKFISH,14309372,6491,4196065,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1987,NORTH CAROLINA,ALEWIFE,3194975,1449,368062,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1987,NORTH CAROLINA,AMBERJACKS **,33683,15,6551,Public,Commercial,Seriola,168688,ACCSPHIST
1987,NORTH CAROLINA,"BASS, BLACK SEA",535814,243,540320,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1987,NORTH CAROLINA,"BASS, STRIPED",259493,118,260337,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1987,NORTH CAROLINA,BLUEFISH,4561101,2069,818046,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1987,NORTH CAROLINA,"BONITO, ATLANTIC",6723,3,1292,Public,Commercial,Sarda sarda,172409,ACCSPHIST
1987,NORTH CAROLINA,"CARP, COMMON",38707,18,2240,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1987,NORTH CAROLINA,"CATFISHES, BULLHEAD **",1234525,560,199981,Public,Commercial,Ictaluridae,163995,ACCSPHIST
1987,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",1207400,548,7822801,Public,Commercial,Mercenaria,81495,ACCSPHIST
1987,NORTH CAROLINA,COBIA,32672,15,29181,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1987,NORTH CAROLINA,"CONCHS, TRUE **",85337,39,46847,Public,Commercial,Strombus,72555,ACCSPHIST
1987,NORTH CAROLINA,"CRAB, BLUE",32421204,14706,9593647,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1987,NORTH CAROLINA,"CRAB, HORSESHOE",11858,5,4573,Public,Commercial,Limulus polyphemus,82703,ACCSPHIST
1987,NORTH CAROLINA,"CROAKER, ATLANTIC",7289191,3306,2956025,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1987,NORTH CAROLINA,CRUSTACEANS **,276809,126,50576,Public,Commercial,Crustacea,83677,ACCSPHIST
1987,NORTH CAROLINA,"CUTLASSFISH, ATLANTIC",16381,7,2685,Public,Commercial,Trichiurus lepturus,172385,ACCSPHIST
1987,NORTH CAROLINA,DOLPHINFISH **,70516,32,83873,Public,Commercial,Coryphaena spp.,168790,ACCSPHIST
1987,NORTH CAROLINA,"DRUM, BLACK",19463,9,2717,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1987,NORTH CAROLINA,"DRUM, RED",249657,113,148205,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1987,NORTH CAROLINA,"EEL, AMERICAN",127964,58,220626,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1987,NORTH CAROLINA,"EEL, CONGER",1472,1,155,Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1987,NORTH CAROLINA,"FLOUNDER, SOUTHERN",2621651,1189,3238358,Public,Commercial,Paralichthys lethostigma,172738,ACCSPHIST
1987,NORTH CAROLINA,"FLOUNDER, SUMMER",5362322,2432,6251598,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,NORTH CAROLINA,"FLOUNDER, WINTER",1328,1,1289,Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1987,NORTH CAROLINA,"FLOUNDER, WITCH",1578,1,513,Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1987,NORTH CAROLINA,GOOSEFISH,123714,56,94901,Public,Commercial,Lophius americanus,164499,ACCSPHIST
1987,NORTH CAROLINA,"GROUPER, GAG",270625,123,453105,Public,Commercial,Mycteroperca microlepis,167759,ACCSPHIST
1987,NORTH CAROLINA,"GROUPER, RED",15377,7,21618,Public,Commercial,Epinephelus morio,167702,ACCSPHIST
1987,NORTH CAROLINA,"GROUPER, SNOWY",123607,56,158425,Public,Commercial,Epinephelus niveatus,167705,ACCSPHIST
1987,NORTH CAROLINA,"GROUPER, WARSAW",1500,1,1809,Public,Commercial,Epinephelus nigritus,167704,ACCSPHIST
1987,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",206531,94,272384,Public,Commercial,Serranidae,167674,ACCSPHIST
1987,NORTH CAROLINA,"GRUNTS, HAEMULIDAE (FAMILY) **",123143,56,42578,Public,Commercial,Haemulidae,169055,ACCSPHIST
1987,NORTH CAROLINA,"HAKE, SILVER",15076,7,5767,Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1987,NORTH CAROLINA,"HAKES, RED AND WHITE **",2727,1,284,Public,Commercial,Urophycis,164729,ACCSPHIST
1987,NORTH CAROLINA,"HARVESTFISH, NORTHERN",265901,121,163672,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1987,NORTH CAROLINA,HARVESTFISHES **,137859,63,54258,Public,Commercial,Peprilus,172564,ACCSPHIST
1987,NORTH CAROLINA,"HIND, RED",10497,5,15356,Public,Commercial,Epinephelus guttatus,167700,ACCSPHIST
1987,NORTH CAROLINA,"HIND, SPECKLED",9199,4,12182,Public,Commercial,Epinephelus drummondhayi,167698,ACCSPHIST
1987,NORTH CAROLINA,HOGFISH,5350,2,7264,Public,Commercial,Lachnolaimus maximus,170566,ACCSPHIST
1987,NORTH CAROLINA,"JACK, CREVALLE",36289,16,6691,Public,Commercial,Caranx hippos,168609,ACCSPHIST
1987,NORTH CAROLINA,KINGFISHES **,959928,435,426366,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1987,NORTH CAROLINA,"MACKEREL, ATLANTIC",458367,208,45936,Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1987,NORTH CAROLINA,"MACKEREL, KING AND CERO **",1348502,612,1279793,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1987,NORTH CAROLINA,"MACKEREL, SPANISH",504063,229,145141,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1987,NORTH CAROLINA,MENHADENS **,55498571,25174,1624511,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,NORTH CAROLINA,"MULLET, STRIPED",2590360,1175,654536,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1987,NORTH CAROLINA,OCTOPUSES **,14355,7,11827,Public,Commercial,Octopodidae,82590,ACCSPHIST
1987,NORTH CAROLINA,"OYSTER, EASTERN",1422207,645,2868625,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1987,NORTH CAROLINA,"PERCH, WHITE",791764,359,427934,Public,Commercial,Morone americana,167678,ACCSPHIST
1987,NORTH CAROLINA,"PERCH, YELLOW",42929,19,15067,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1987,NORTH CAROLINA,PIGFISH,140206,64,21844,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1987,NORTH CAROLINA,PINFISH,530,0,131,Public,Commercial,Lagodon rhomboides,169187,ACCSPHIST
1987,NORTH CAROLINA,"POMPANO, FLORIDA",20806,9,24377,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1987,NORTH CAROLINA,PORGIES **,68902,31,63578,Public,Commercial,Sparidae,169180,ACCSPHIST
1987,NORTH CAROLINA,"PORGY, KNOBBED",11675,5,3925,Public,Commercial,Calamus nodosus,169201,ACCSPHIST
1987,NORTH CAROLINA,"PORGY, RED",233128,106,222670,Public,Commercial,Pagrus pagrus,169207,ACCSPHIST
1987,NORTH CAROLINA,"PUFFER, NORTHERN",48000,22,14078,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1987,NORTH CAROLINA,"SCALLOP, BAY",154568,70,500068,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1987,NORTH CAROLINA,"SCALLOP, SEA",2212701,1004,6889026,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1987,NORTH CAROLINA,SCAMP,147607,67,236803,Public,Commercial,Mycteroperca phenax,167763,ACCSPHIST
1987,NORTH CAROLINA,SCUP,252731,115,189273,Public,Commercial,Stenotomus chrysops,169182,ACCSPHIST
1987,NORTH CAROLINA,"SEATROUT, SPOTTED",315380,143,261455,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1987,NORTH CAROLINA,"SHAD, AMERICAN",327646,149,215115,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1987,NORTH CAROLINA,"SHAD, GIZZARD",315916,143,15370,Public,Commercial,Dorosoma cepedianum,161737,ACCSPHIST
1987,NORTH CAROLINA,"SHAD, HICKORY",45341,21,10204,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1987,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN",984,0,984,Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
1987,NORTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",263317,119,67417,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1987,NORTH CAROLINA,SHEEPSHEAD,81101,37,13537,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1987,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",1104847,501,2548823,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1987,NORTH CAROLINA,"SHRIMP, NORTHERN PINK",3018233,1369,5006650,Public,Commercial,Farfantepenaeus duorarum,551574,ACCSPHIST
1987,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",290004,132,627836,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1987,NORTH CAROLINA,"SHRIMPS, PENAEOID **",3557,2,2209,Public,Commercial,Penaeoidea,95601,ACCSPHIST
1987,NORTH CAROLINA,SKIPPERS **,22734,10,2656,Public,Commercial,Tylosurus,165570,ACCSPHIST
1987,NORTH CAROLINA,"SNAPPER, MUTTON",4149,2,7757,Public,Commercial,Lutjanus analis,168849,ACCSPHIST
1987,NORTH CAROLINA,"SNAPPER, RED",13362,6,33349,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1987,NORTH CAROLINA,"SNAPPER, SILK",10734,5,20826,Public,Commercial,Lutjanus vivanus,168861,ACCSPHIST
1987,NORTH CAROLINA,"SNAPPER, VERMILION",272462,124,529704,Public,Commercial,Rhomboplites aurorubens,168909,ACCSPHIST
1987,NORTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",100621,46,211149,Public,Commercial,Lutjanidae,168845,ACCSPHIST
1987,NORTH CAROLINA,SPADEFISH,21530,10,2532,Public,Commercial,Ephippidae ,553178,ACCSPHIST
1987,NORTH CAROLINA,SPOT,2806041,1273,648742,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1987,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",136033,62,38963,Public,Commercial,Loliginidae,82369,ACCSPHIST
1987,NORTH CAROLINA,STURGEONS **,13568,6,10728,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1987,NORTH CAROLINA,SWORDFISH,34964,16,129619,Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1987,NORTH CAROLINA,"TILEFISH, BLUELINE",42612,19,31301,Public,Commercial,Caulolatilus microps,168543,ACCSPHIST
1987,NORTH CAROLINA,"TILEFISH, GOLDFACE",5291,2,7647,Public,Commercial,Caulolatilus chrysops,168544,ACCSPHIST
1987,NORTH CAROLINA,TILEFISHES **,26245,12,19028,Public,Commercial,Malacanthidae,168537,ACCSPHIST
1987,NORTH CAROLINA,TRIGGERFISHES **,49831,23,19817,Public,Commercial,Balistidae,173128,ACCSPHIST
1987,NORTH CAROLINA,"TUNA, BIGEYE",81865,37,211283,Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1987,NORTH CAROLINA,"TUNA, BLACKFIN",9703,4,6241,Public,Commercial,Thunnus atlanticus,172427,ACCSPHIST
1987,NORTH CAROLINA,"TUNA, LITTLE TUNNY",148730,67,13042,Public,Commercial,Euthynnus alletteratus,172402,ACCSPHIST
